col,revenue
517,334307722.8781001
518,205584804.76330742
519,90627951.55633159
520,152486367.3948659
521,332479996.6951667
522,85792020.96084334
523,8906.880554710733
524,257177003.2500931
526,132249235.63436331
528,181398270.82189348
529,74320291.11760022
530,111542991.1398044
532,107608217.20615326
534,131640166.8391029
535,159212900.77234623
537,179636850.9376566
538,120135621.1180124
539,65642399.74754951
540,100366388.49074776
542,39091.36797999947
543,128950436.98444337
544,560762753.4399129
545,16925032.99105767
564,244458935.3354037
569,79974178.28623499
578,610587.6516452406
585,155800373.55272847
586,124250859.64553547
587,296399720.4283828
588,63597003.75409019
589,200381610.30551228
590,76700122.68476605
591,150737897.12987244
593,50424703.808918536
615,11739759.423987959
625,4393116.4085958
643,243119375.54587808
646,37152812.98717357
649,375213241.0849226
650,193884814.5824011
651,24776700.59727369
652,51870050.487746544
653,1119102821.6526613
654,24776700.59727369
655,799741876.1997157
656,347038063.4080314
657,24776700.59727369
658,71864520.32754564
659,59156532.30430825
660,10583860.414274763
663,49773506.968605466
670,708603792.7399989
677,397929714.3671808
678,94291644.56863838
679,390402586.97137994
681,5263402.609606523
684,3505674.0599710788
689,40079775.139028236
694,136773211.96472389
695,29206422.28186813
697,3505674.0599710788
702,4889523.743281938
707,98902895.62501557
722,107728474.80138883
723,243995272.07548118
725,85246321.08997796
726,83447811.24497992
737,66707332.44322183
738,532290384.4278133
739,1119102821.6526613
740,651464949.0965769
741,629360594.8782011
742,446276472.5452073
743,1119102821.6526613
744,1119102821.6526613
745,589375046.8848344
746,1119102821.6526613
747,565804368.913056
748,804298113.0983425
749,1119102821.6526613
762,154934743.40313444
765,1143928.128921011
766,180343287.62421706
769,82164422.76062176
776,184351186.83529916
777,184162344.28452232
778,46015518.36485706
780,184371170.8697514
781,252838921.57959497
782,215012978.9697095
783,168091786.2107822
785,79332490.65456322
786,36318886.261707515
790,585126214.0034813
819,120808917.20428234
820,115953345.8370521
821,51037936.16675039
822,42866106.08702454
823,42866106.08702454
824,47261215.441312954
825,83842926.59908505
826,34503922.34873266
827,179469126.6407814
828,66263402.7152031
829,42866106.08702454
830,26556669.013337575
831,42866106.08702454
832,42866106.08702454
833,27211299.898195427
854,156398850.2621105
856,11398655.072909618
857,151874741.81053102
861,399972491.48754644
862,94603735.71975763
863,66707332.44322183
865,527004047.06170106
879,51807731.8184158
880,122201417.36580454
882,381855580.44193244
883,22913128.228639062
884,226618021.64054093
886,286768087.4297181
887,128022693.43042557
920,122513521.56832874
922,73033395.99860442
923,149178415.32327074
925,225458983.37712428
926,239184074.70196888
928,211725418.53157896
934,214541807.06386697
935,28285965.41795788
936,18649622.049799196
937,145012195.0695652
938,466473093.38886267
939,56451985.28951194
940,319746656.8546931
941,906661832.2557023
942,321523095.00514543
952,90805335.15385906
953,119226691.39183672
954,268756825.4466972
955,329582974.86159223
958,119226691.39183672
961,119226691.39183672
962,119226691.39183672
963,119226691.39183672
964,119226691.39183672
965,64883243.65510203
973,61241011.533853084
974,67276331.20856787
975,25851909.6774215
976,236317386.7746685
978,38303444.33306466
980,195766748.96582174
982,6997810.157638037
984,26227438.45606426
985,6997810.157638037
986,6997810.157638037
987,244114357.6579467
988,6997810.157638037
989,107156144.48271193
990,9433692.9863587
991,6997810.157638037
992,6997810.157638037
993,6997810.157638037
994,9498907.011978135
995,6997810.157638037
1003,15435188.090907875
1004,59369097.59568697
1005,193393874.36821485
1007,81817526.88172041
1010,25101345.802427817
1019,74705508.52458878
1032,747965.8823162728
1037,113368594.89558795
1038,218497766.99710265
1039,172397605.42467165
1044,508353117.0975902
1060,1205501745.5215592
1062,344765314.46362007
1063,261607639.6365556
1064,449883115.61378706
1065,459804792.7910529
1067,361426756.8378668
1068,308551632.250177
1070,139618368.10374087
1072,472191382.4503924
1074,783560161.2903224
1081,101616319.44444443
1083,8975412.668714797
1086,17828488.91675931
1087,15773094.515345108
1100,248291202.9997517
1101,302126364.461592
1102,127900127.50030605
1103,333554863.6663312
1104,91022877.61120018
1105,239184074.70196888
1107,25171710.750115845
1109,128352986.67055357
1115,353751690.70039445
1116,63920454.829560146
1117,37723910.33026403
1118,265514094.30880374
1120,122120857.6988452
1121,216944572.81328836
1125,143573058.72590458
1137,30521299.59570861
1142,4297333.557452276
1146,267352114.54653803
1149,4297333.557452276
1152,144514819.09514183
1153,48495701.858108096
1158,215043165.00502548
1159,135561556.06578147
1160,157188919.90704206
1161,347880382.25555295
1162,72549632.78908338
1163,86571801.96241231
1164,152183490.36113992
1165,118435945.8263531
1166,73459311.14483158
1167,122809824.7698637
1168,193589234.5026606
1169,96648340.17847106
1170,193589234.5026606
1171,148344440.8243984
1172,193589234.5026606
1173,167425342.65322542
1184,185467.13211382114
1201,146780915.34074652
1204,246262785.5670302
1205,158029922.75776604
1206,68118970.89075413
1208,280843057.3571839
1210,219638170.78733855
1211,187386374.26244906
1212,475499.9135462555
1219,383332925.04288226
1220,13510254.17240216
1223,109445585.33136955
1224,109445585.33136955
1229,167833641.59455058
1230,178937804.88619143
1231,81873271.58248748
1232,383203369.82478994
1233,56207454.38337007
1234,207024601.66775924
1236,167827057.9687075
1237,360502778.0827264
1238,85337221.5421997
1240,75600753.96868919
1241,268286138.24683446
1243,63436767.98143778
1244,31489054.68935634
1245,525067475.5221764
1246,258594245.72380525
1247,15419577.417003512
1248,81421396.18324943
1249,20735180.296363704
1250,45850591.28053075
1269,302853074.2258659
1270,51747174.52334396
1271,220600683.47125342
1272,39137906.96819899
1273,31433764.320287403
1275,112630202.39814126
1276,121716913.61063838
1277,139635906.04206204
1281,49075077.847450815
1283,296587801.18983227
1284,45757894.95399385
1285,133990277.564962
1292,29592941.290749248
1294,196196262.80553904
1295,495843258.0511525
1327,770140576.689535
1328,533858638.6385197
1329,1439922690.9453416
1330,974413287.244766
1331,907834441.7474515
1332,1439922690.9453416
1333,713797255.1896522
1336,122344899.42729872
1337,80497161.16742574
1339,161808268.3566519
1341,78674625.40083633
1350,94045393.4973611
1365,714214868.2562722
1366,569612895.0057567
1367,1439922690.9453416
1369,172807681.99331394
1370,67757253.74521385
1371,157101157.4987668
1372,106536314.21962726
1430,1360517174.5420315
1459,278069822.1335294
1461,187360710.71651638
1462,245710597.5723378
1466,94627483.32782215
1467,8389075.474650059
1469,324797380.70280373
1470,66602318.359653145
1471,59692582.29667626
1472,187139862.7555193
1473,276047544.00530297
1479,71769308.64030886
1481,239606237.26978433
1483,12375083.602002425
1496,19488300.77598684
1518,103392895.60623446
1524,203232462.19548833
1526,175323140.27967387
1532,135545708.82843333
1533,54162652.726545
1534,21797024.489996225
1535,82715046.57986066
1536,209931008.48424745
1537,5959468.076696663
1538,92884279.1858072
1539,27520706.55595225
1540,32866334.06254562
1542,122336707.05746241
1547,33735544.09302939
1548,19488300.77598684
1549,19488300.77598684
1550,19488300.77598684
1551,474205595.7892945
1566,244591.1978235324
1578,39902655.51612567
1579,246111846.65112522
1580,123763171.02009714
1582,49979048.2377551
1598,223305601.17753002
1599,978267260.1072524
1602,62383978.91588141
1603,31840354.293832712
1604,62383978.91588141
1605,35385460.04368546
1606,62383978.91588141
1608,62383978.91588141
1609,62383978.91588141
1610,33363553.17859288
1611,62383978.91588141
1614,14042293.727647057
1619,10996498.634169795
1620,472810847.04047793
1622,80497161.16742574
1623,14042293.727647057
1639,83506507.05881624
1640,559882842.0231291
1641,61695797.21745442
1643,1426166023.9005556
1646,75233112.99782543
1650,117378.38378378378
1653,126586468.1392603
1655,64195290.322580636
1665,99523535.00271954
1668,560762753.4399129
1669,24221324.510398842
1670,483909510.9274292
1671,5925233.274647887
1680,53539200.27758648
1681,4393116.4085958
1709,556248665.2824677
1710,1041806031.3028259
1711,762857771.1151276
1712,1201161602.9224286
1713,1041806031.3028259
1714,645076716.0681529
1715,392898388.0994645
1716,589168397.3930589
1717,1041806031.3028259
1723,268049771.79318288
1733,131357025.61555074
1734,239184074.70196888
1735,176494898.12662193
1736,235059457.17862344
1737,139335579.21247378
1739,178394424.47522688
1740,239184074.70196888
1741,239184074.70196888
1742,239184074.70196888
1743,122855847.75990637
1748,251999062.16402623
1749,439169113.40327007
1750,177702271.7030952
1751,215900298.13894942
1752,137536592.59394866
1753,205366641.54040793
1754,215900298.13894942
1756,208517324.04966745
1757,64085839.803575344
1769,147196476.14544952
1771,156447662.116687
1772,350572424.281981
1793,113698888.39093645
1794,108759285.84544758
1795,245052791.145332
1796,242170912.57502
1799,278310699.8864299
1810,335517874.5831025
1811,48937731.68134001
1812,70694393.19129041
1813,467685869.6391019
1816,19829813.66459627
1817,675314070.2001208
1818,168910259.31451997
1819,245052791.145332
1820,245052791.145332
1821,92381182.08640775
1829,245052791.145332
1830,245052791.145332
1831,245052791.145332
1832,245052791.145332
1833,526778821.99886376
1834,386450797.4196782
1837,30759700.5570427
1844,93063403.77813664
1846,8864.849473675318
1856,127697701.14085728
1874,31502917.89854736
1884,4077398.2997776535
1888,66372257.66853582
1892,116696128.4087588
1893,204699701.61833456
1894,303485497.9538565
1895,439405407.37872684
1896,360226956.34577394
1897,236607520.339788
1898,164012531.29002777
1900,439405407.37872684
1902,157352622.9598118
1903,149577085.12572098
1904,351716298.4123616
1905,537141075.3791217
1907,50701167.07929931
1908,122365359.15937275
1909,60488427.603569075
1910,192648291.8091198
1911,8150397.593525889
1912,278145839.76932544
1913,66568455.1552143
1916,9586774.042489465
1920,106986893.20586911
1922,197839238.72422057
1923,344036345.2902794
1924,492530886.325132
1925,173000233.9706095
1926,179073016.46571383
1933,39068021.844660185
1935,14143178.43866171
1936,183606597.51234654
1937,152372651.82045454
1944,1022108507.4626864
1946,2560209040.334573
1948,770654.1188796678
1951,406193255.63265085
1952,481240245.6948411
1953,219372907.6620594
1954,204861962.1648019
1955,783560161.2903224
1956,517761702.3962868
1957,318525214.07202303
1958,3200742.5302631576
1959,29662306.041039728
1977,52773456.48634721
1979,207181312.08514166
1980,7487973.77440462
1981,202371468.36034805
1982,16995521.250853628
1983,102908022.11445655
1984,75259315.12213542
1986,120514883.81526728
1989,7632377.124940264
2007,58297634.00281531
2021,102363632.28699552
2022,61051988.47253734
2037,394811668.2229499
2038,442854643.7318551
2039,121021995.80247238
2040,94668020.7274672
2041,16903810.63695652
2047,99524748.8063707
2048,196428401.3002436
2049,196563594.09997705
2050,134565802.91648138
2051,86613904.18075238
2052,134565802.91648138
2053,185774635.02852765
2054,134565802.91648138
2055,117040988.67700712
2056,134565802.91648138
2057,134565802.91648138
2058,134565802.91648138
2059,42693715.564412646
2060,134565802.91648138
2061,134565802.91648138
2062,127900127.50030605
2063,134565802.91648138
2064,127900127.50030605
2065,124854206.32995641
2066,134565802.91648138
2067,127900127.50030605
2069,127900127.50030605
2072,127900127.50030605
2074,127900127.50030605
2076,190439688.99272478
2077,165680491.93548384
2078,86017012.45256047
2079,165680491.93548384
2080,112663882.02624564
2081,99739764.08050953
2090,243408625.54102144
2091,44842298.38709677
2094,187846805.98159507
2096,320857648.2263513
2097,357796563.31153214
2098,593219594.5945946
2101,394591011.235955
2102,236626254.64684013
2109,226639087.51745003
2111,139669124.73133802
2112,63686889.16304425
2115,148392007.08156312
2124,181503894.92669827
2125,19488300.77598684
2126,19488300.77598684
2128,92472424.73194157
2130,139659218.75938252
2131,413910375.0175841
2133,191003920.47851092
2134,160986074.59605607
2135,160986074.59605607
2136,187185538.63590565
2137,262787491.1425162
2138,58519471.26460302
2139,151414103.49855652
2140,95206044.6113087
2141,62185569.63947545
2142,160986074.59605607
2143,160986074.59605607
2144,140717164.24308622
2154,171780886.72286308
2155,625882243.4913265
2157,211653720.538051
2165,21748173.60072059
2166,570419753.8887752
2167,141696655.86969185
2168,11195677.123182861
2169,473880686.940974
2170,11195677.123182861
2171,13167617.141662132
2173,31102754.142766092
2176,205913113.64864072
2177,122365359.15937275
2178,86777542.96912105
2179,2421495.632939352
2192,50548361.358193226
2197,28804625.98425197
2201,248657003.8716564
2202,410510240.8086448
2203,183746312.08389655
2205,582988486.150806
2206,472585056.2292746
2207,179369892.18627253
2208,582988486.150806
2211,1863473117.6470587
2219,195851167.85859132
2220,483909510.9274292
2221,191963095.4742628
2222,61961505.773492016
2223,79495541.86769366
2224,157221459.26547143
2225,9491221.180233134
2226,152770292.53005672
2227,118895166.83329433
2228,89906981.4620768
2229,97102136.41312838
2230,47909160.90398171
2231,514503452.45425904
2232,165956065.39933714
2233,126713107.08617394
2234,125368938.32430993
2244,640484258.1849469
2245,364188136.5020834
2246,1311797310.8568254
2247,101489.6408831785
2249,197483240.002564
2250,101350424.3889396
2251,3693826.6647581984
2255,112960885.85558979
2256,623578476.9664228
2257,320041227.95518583
2258,63216748.420945026
2264,59156532.30430825
2265,337678846.15384614
2277,190166309.93207687
2278,10445302.740599105
2280,10455208.306611888
2282,62205578.96305361
2283,291418680.78106505
2293,237860963.09318995
2295,74133844.83169265
2296,77618154.24715406
2299,72656155.28360403
2310,53196592.669425696
2311,8243802.816901408
2312,8243802.816901408
2313,98045304.39924824
2314,72566450.25586581
2315,24445165.297339592
2316,8243802.816901408
2317,8243802.816901408
2320,222539101.72597435
2340,96212469.72179416
2343,1843785.0871396675
2355,117652785.42397958
2368,235890099.2488935
2369,6280348.409543819
2371,13031801.75841622
2372,75735390.10146704
2387,290988105.19518846
2388,236967611.33603242
2390,236967611.33603242
2391,307644578.7694144
2392,236967611.33603242
2393,147366366.05603483
2394,185538424.0301218
2395,341764808.985736
2405,6340802.481072817
2406,481230905.1582554
2411,554869361.4824686
2413,152511519.7901743
2415,21973203.797482394
2417,32010818.474429056
2428,47982787.41007193
2435,30379411.76470588
2437,73943319.41515724
2438,92089845.32967032
2440,68993792.89327258
2441,66363817.75165328
2449,479156646.68256944
2450,520967472.56435186
2451,6591027.015350877
2452,525271788.81286067
2453,164191573.73238838
2454,547530373.3960596
2455,281160738.1105615
2456,288808338.65436417
2457,547530373.3960596
2458,547530373.3960596
2459,665545267.343191
2461,180768862.74002668
2462,4580439.900414309
2463,147493118.3852528
2464,10455208.306611888
2467,60389519.809661664
2468,3346161.739441469
2472,3010981.620331421
2477,167532155.57871038
2478,381361574.02092975
2479,19236347.571587924
2480,19236347.571587924
2481,2002657.3905109488
2482,40646527.777777776
2491,17286104.87557471
2493,48799222.350230575
2494,47982787.41007193
2497,43566978.9893169
2505,167854169.06448805
2506,43355397.04314495
2516,244190047.72629434
2517,352537318.79051715
2518,465853137.84241265
2524,202887009.19596773
2525,36568260.18043478
2535,80244575.17517592
2536,127118526.3921884
2537,258922342.96119952
2538,287802334.75543475
2539,287802334.75543475
2541,135597294.21772453
2542,145525056.1185405
2544,287802334.75543475
2545,19829813.66459627
2547,173532721.09814024
2548,120799357.67772397
2549,87525619.27174108
2550,256761107.66583833
2555,65440221.47504649
2556,19773986.486486483
2557,19773986.486486483
2558,19773986.486486483
2561,36493894.424371496
2563,311376026.15435916
2564,19773986.486486483
2566,95549673.50746267
2567,20299768.786127165
2575,19773986.486486483
2576,337678846.15384614
2585,25228268.616687115
2598,249642079.49131814
2601,136397129.8960946
2603,508903883.5441904
2607,668161727.5935044
2617,450332298.27745396
2619,287584021.6708773
2628,130548803.5046901
2629,169633928.42075363
2632,153420702.70354146
2636,174346368.80738765
2638,71854337.28283545
2639,336079761.79265165
2640,426752317.2421978
2641,100482751.8847332
2642,125423571.42857142
2644,102824729.72972971
2659,593219594.5945946
2672,14143178.43866171
2676,16436657.12071263
2677,152462659.6186077
2680,306229330.49917716
2682,280042477.68480974
2683,103839659.3218315
2687,138422479.36236557
2692,192826284.7673948
2693,556658405.2256452
2694,138298119.4006114
2695,417484552.55603755
2696,282360649.86329985
2697,556658405.2256452
2698,365252488.28519
2699,556658405.2256452
2700,556658405.2256452
2701,202422947.71579933
2711,220748060.98171315
2712,445070400.0206992
2713,124668806.64073487
2714,309803684.37471503
2715,220748060.98171315
2716,120971909.9908365
2717,392407396.02994347
2719,118069590.04833017
2745,109062084.29722221
2750,108390740.74074073
2751,142102166.38667664
2752,132237849.20757318
2755,47423431.13715145
2757,311630169.81385356
2762,30040745.033112578
2769,135088362.96052015
2771,50632352.94117647
2776,23238849.268705033
2778,36038400.25159025
2782,26211930.020423144
2783,187846805.98159507
2788,593219594.5945946
2791,15619785.061906934
2831,19218740.293380324
2832,20781371.67585438
2838,40165865.73864599
2839,20272607.092346936
2841,93418561.55463523
2842,57473853.97069437
2843,16589692.603097878
2844,20272607.092346936
2845,30459567.435062356
2846,13313070.030992016
2847,20272607.092346936
2848,20272607.092346936
2849,20272607.092346936
2850,20272607.092346936
2851,20272607.092346936
2852,20272607.092346936
2853,20272607.092346936
2854,20272607.092346936
2855,20272607.092346936
2856,20272607.092346936
2857,25543214.044995695
2858,20272607.092346936
2859,20272607.092346936
2876,71002634.60199241
2877,145470060.7633003
2878,75094268.23695937
2879,122740571.81959684
2880,100917231.77746311
2881,94182723.42318542
2882,197582551.5812497
2883,99013904.44563253
2884,103554467.76437065
2885,67185925.2711434
2886,69545519.00257479
2887,93487347.36911476
2888,240310638.00828916
2916,39151170.568561874
2922,12817007.299270071
2925,394591011.235955
2926,965504029.683387
2928,12817007.299270071
2929,346308416.6666666
2930,57604610.07194243
2931,229943214.28571424
2933,42877808.22368421
2936,23238849.268705033
2941,178961690.647482
2954,191012862.52794376
2955,165482531.0817528
2956,90858040.51146786
2957,59378139.248771496
2958,14453865.426508151
2959,140858013.312852
2960,140858013.312852
2962,936359909.7806823
2963,136717497.61688372
2964,140858013.312852
2965,140858013.312852
2966,140858013.312852
2967,140858013.312852
2968,140858013.312852
2969,81504907.10123289
2970,140858013.312852
2971,140858013.312852
2972,140858013.312852
2973,140858013.312852
2974,238147843.08664384
2975,135417667.60996097
2977,76944907.5356341
2978,119864074.09016359
2979,98323038.64332587
2980,294150523.7265504
2981,70479429.03257544
2982,140858013.312852
2983,99114264.98324926
2984,140858013.312852
2989,139635906.04206204
3001,187846805.98159507
3007,187846805.98159507
3010,404785515.3464246
3013,192292032.19925973
3014,139415212.21104416
3019,250320524.27644905
3026,176621146.3395904
3027,67682281.76329686
3033,139618368.10374087
3034,144782265.50298938
3035,60703086.31055659
3036,73259612.95969798
3037,720729610.4622967
3038,165435912.90107208
3039,629360594.8782011
3040,139618368.10374087
3041,188176524.59768537
3042,187573123.67506403
3043,139618368.10374087
3044,139618368.10374087
3051,59202993.55265952
3052,15242990.513323529
3053,29857206.150775976
3054,29857206.150775976
3057,29857206.150775976
3059,29857206.150775976
3060,29857206.150775976
3061,285746914.9710711
3062,16795098.744789522
3063,140740782.74638134
3064,20457880.326820683
3066,29857206.150775976
3067,29857206.150775976
3068,37853898.71565336
3070,15062041.624610785
3072,82781783.84668015
3076,272823.2226514744
3084,183951178.04557058
3085,132762319.41814238
3086,310723122.7010204
3087,102055453.75004965
3092,259086813.11865783
3093,698595806.4516128
3094,454607900.0672368
3095,176068752.33469388
3113,244458935.3354037
3122,15471687.212773722
3124,28816445.248740915
3125,169300116.45321953
3126,75600753.96868919
3127,229663726.42478755
3128,167144648.85621274
3129,81555575.68794726
3130,113261350.06510358
3131,151292502.4496884
3133,237860963.09318995
3134,307351778.96208936
3136,119521494.52572471
3137,113633539.76058125
3138,115431025.99046265
3140,78582637.87097809
3141,138562956.23347524
3142,1028818092.7835052
3143,104441933.08550185
3144,306237734.31224173
3149,58065958.62726992
3150,205282642.28029776
3151,225627233.5597457
3152,12817007.299270071
3156,123815576.9230769
3160,320155386.3235624
3163,394591011.235955
3172,191255877.60951564
3173,11626138.517780026
3174,153626838.44863945
3181,12184108.350093456
3196,102779219.09035513
3197,155349930.67039788
3198,141519803.43834952
3201,124763751.08233742
3202,437528047.8966635
3203,411039649.0660416
3204,473915301.8778633
3205,40337130.97299268
3206,58060204.55214911
3210,62572497.10284162
3211,154186629.74089184
3212,419052069.1326465
3214,46910029.064578034
3217,56478176.33209695
3218,75855889.16292728
3223,378240116.59843975
3230,220870582.78976223
3232,177230505.4451928
3234,194029814.50179937
3237,475177850.6195652
3245,44456420.247223265
3247,15762295.614035087
3261,23238849.268705033
3262,83022695.035461
3265,191189193.82940125
3266,193088621.39913735
3267,306237734.31224173
3268,306237734.31224173
3269,306237734.31224173
3270,72516938.05461217
3273,87316368.80629858
3275,518123849.8326087
3282,59065261.44968944
3283,141138259.71442798
3284,451861.31771255744
3291,197062182.5056157
3292,179845917.2841716
3293,132862173.74700624
3294,209852668.14897165
3295,209852668.14897165
3296,209852668.14897165
3297,209852668.14897165
3298,209852668.14897165
3299,209852668.14897165
3300,110218264.2816232
3301,209852668.14897165
3302,209852668.14897165
3303,105009682.18595053
3306,196096116.00594997
3307,209852668.14897165
3308,209852668.14897165
3309,116928319.93164991
3315,209852668.14897165
3336,109435969.29460578
3339,280843057.3571839
3342,236626254.64684013
3346,47888042.9856115
3347,593219594.5945946
3348,20299768.786127165
3359,263027178.85022154
3360,86608434.99486125
3361,63097112.77372554
3362,440212331.7752326
3363,91514090.75025693
3364,125423571.42857142
3366,136948604.04761901
3367,125423571.42857142
3368,125423571.42857142
3369,91514090.75025693
3370,125423571.42857142
3371,125423571.42857142
3372,125423571.42857142
3380,33062331.5304521
3383,23238849.268705033
3391,36388025.85669142
3392,243422268.4875978
3398,6506403.676148104
3402,12768216.154472675
3414,18649622.049799196
3416,304882763.13086784
3417,357219591.1832896
3418,484702869.822297
3419,1130763389.4414692
3420,1130763389.4414692
3422,1130763389.4414692
3424,1130763389.4414692
3425,1130763389.4414692
3432,681573744.7330834
3433,705803223.3993266
3434,1130763389.4414692
3460,276445759.26920104
3461,14800074.897060262
3462,28904197.530864198
3463,28904197.530864198
3464,28904197.530864198
3467,28904197.530864198
3468,28904197.530864198
3469,28904197.530864198
3470,28904197.530864198
3471,28904197.530864198
3473,28904197.530864198
3474,28904197.530864198
3475,38721689.96171724
3476,42002284.4159803
3478,28904197.530864198
3480,13715418.83784722
3482,7281202.537116564
3483,6353371.478703439
3489,158836428.67867273
3490,188839402.60524485
3491,757318815.9253955
3492,136026731.03202957
3493,621103590.3641441
3494,824169226.830517
3495,555876624.2506971
3496,824169226.830517
3497,247732757.32672808
3507,47845504.08719345
3515,3200742.5302631576
3516,374783.4117816092
3517,374783.4117816092
3524,1659060.4570234707
3541,414998417.7841962
3543,96122252.08142465
3544,166696.22292940522
3545,83716552.58511423
3547,214291881.07875434
3548,117652785.42397958
3550,55741294.42882842
3551,45757894.95399385
3554,166696.22292940522
3555,94933817.96484196
3556,364188136.5020834
3573,374783.4117816092
3579,3200742.5302631576
3581,3200742.5302631576
3591,117378.38378378378
3593,44706009.19720496
3617,28904197.530864198
3619,19027507.24876522
3623,4343127.4413043475
3627,2592928.1283530667
3635,275336508.25045824
3636,194331173.85424837
3640,757954960.976933
3644,58329862.54295532
3650,119226691.39183672
3651,119226691.39183672
3652,72777468.55669528
3653,119226691.39183672
3654,119226691.39183672
3655,119226691.39183672
3663,70197652.02702701
3664,36996748.91629956
3672,76579428.18782482
3686,3075027.2834579437
3710,23941821.100280374
3711,100865291.79252169
3712,50485786.12733457
3713,81189242.036716
3715,522199895.8624691
3720,43651.95747120543
3727,14040572.016273389
3728,24776700.59727369
3729,24776700.59727369
3730,26344981.883518342
3731,26344981.883518342
3734,12586853.828832952
3753,474760938.9565919
3754,44842298.38709677
3757,339604585.51495993
3784,24331345.300606925
3785,26304488.137766723
3788,8386941.1714895
3796,589588033.0488425
3798,209885501.8514119
3799,36553998.25934013
3800,46233228.58502043
3801,72552577.92276523
3809,354337900.0951162
3810,132033100.05173871
3813,8386941.1714895
3822,15000704.735174622
3830,757954960.976933
3833,374783.4117816092
3853,15076554.483937822
3855,91389810.46027024
3857,7939680.543588437
3872,29609394.5943545
3894,221637824.5036843
3895,221736331.9011979
3896,144233618.2795072
3897,129733775.24324183
3899,391141212.1869504
3900,306643091.17748845
3901,284233589.34851927
3902,641509279.0936203
3905,134650445.86315444
3906,113055433.67511153
3907,77549223.41226895
3908,113055433.67511153
3909,64953186.237594835
3910,364821169.4215309
3911,131039984.7935642
3912,56918101.20012308
3926,237744428.3288823
3930,278865757.38292044
3934,102252535.48324592
3947,19488300.77598684
3948,19488300.77598684
3949,19488300.77598684
3952,3075027.2834579437
3967,111888830.38828056
3968,453394702.3524866
3971,295369486.6093002
