id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,adult,backdrop_path,video,vote_average,vote_count
41955,"{'id': 416491, 'name': 'Major Korenev Trilogy', 'poster_path': '/3olGvGn88TvfB7NCyJge5Ivwus5.jpg', 'backdrop_path': '/vtM7Cxm7TUAWeZH2qfrbszZCnpQ.jpg'}",5000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,tt0325005,ru,Антикиллер,"Former criminal investigator, Major Korenev, nicknamed Fox is released from prison. He has been detained there as a result of planted incriminating evidence of unlawful investigation techniques. Setting accounts with Shaman - a big criminal boss, who ordered the evidence planted and also with his former colleagues was not a part of Korenev's agenda. As he returns to Moscow he finds a new world ruled by underworld bosses, criminal clans fighting each other and utter chaos on the desperately keeping appearances streets of Russian capital. Facing death of his friends, Major Korenev decides to re-install law and order using some unorthodox methods that are only relevant in 21st century Russia.",6.607,/pkdnzpmacniXKJnEmlD7q5KCFrw.jpg,"[{'id': 3419, 'logo_path': '/byrxE2pJD9JLyBCIzyK0pYVanyG.png', 'name': 'Central Partnership', 'origin_country': 'RU'}, {'id': 23342, 'logo_path': None, 'name': 'Golden Key Entertainment', 'origin_country': ''}, {'id': 5950, 'logo_path': None, 'name': 'MB Productions', 'origin_country': ''}, {'id': 81178, 'logo_path': None, 'name': 'Russian Television and Radio Broadcasting Company', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2002-08-01,113,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Antikiller,,,,340312,False,/cVkrxt6WsiYLR7rVnxKUjAY0Fmb.jpg,False,5.0,23.0
1429,,5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt0307901,en,25th Hour,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",20.957,/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg,"[{'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 4319, 'logo_path': None, 'name': '40 Acres and a Mule Filmworks', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-12-19,135,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Can you change your whole life in one day?,25th Hour,,,,23932055,False,/gDdKAlNEd80PLLUBSz4OejBd9FG.jpg,False,7.335,2174.0
375315,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://cohenmedia.net/films/the-salesman,tt5186714,fa,فروشنده,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",15.858,/z2AFU8rv7HmNosDvnVcMrG7OlVN.jpg,"[{'id': 8152, 'logo_path': '/shnLD1Pj9d1vB2TH93QHSNT5gzW.png', 'name': 'DFI', 'origin_country': 'QA'}, {'id': 5162, 'logo_path': '/ePS4wgTIC1hjOnnmxYJmYNEzAR.png', 'name': 'Memento Films Production', 'origin_country': 'FR'}, {'id': 83099, 'logo_path': None, 'name': 'Farhadi Film Production', 'origin_country': ''}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}, {'id': 201, 'logo_path': '/6UIpEURdjnmcJPwgTDRzVRuwADr.png', 'name': 'ARTE', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IR', 'name': 'Iran'}]",2016-06-24,125,"[{'english_name': 'Persian', 'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,The Salesman,,,,6953604,False,/woSmQgo1wxE4WRVXWHrmgv3jy2O.jpg,False,7.3,788.0
65157,,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,tt0097053,en,Cheetah,"An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. However, when the animal is captured by poachers planning to race it against greyhounds, the two city kids, together with a young African goat herder they befriended, head off into the wild to rescue the cheetah.",8.613,/28JNbxzkkOzY1iIZZOFKMgDQR8Z.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-08-18,83,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Cheetah,,,,8153677,False,/rkhawf6MQnFXwTEvYDJTHqvZeYv.jpg,False,6.056,36.0
60307,"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection', 'poster_path': '/4Miizfzuds4ldROTff9vB0Z3EId.jpg', 'backdrop_path': '/7kp9e6sR07es0BNDz9VzpL8XhJa.jpg'}",21000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",https://family.20thcenturystudios.com/movies/diary-of-a-wimpy-kid-2-rodrick-rules,tt1650043,en,Diary of a Wimpy Kid: Rodrick Rules,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",33.15,/k54R3ag1sLu93Wbfo4quw9sSFyj.jpg,"[{'id': 5420, 'logo_path': '/dlW4Kh5dNieKNURnymsu57y6fMf.png', 'name': 'Color Force', 'origin_country': 'US'}, {'id': 444, 'logo_path': None, 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 711, 'logo_path': '/tEiIH5QesdheJmDAqQwvtN60727.png', 'name': 'Fox 2000 Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-03-25,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,,,,72526996,False,/9BwGL0nsjCdvhe6V9q42NG11Pyq.jpg,False,6.627,1043.0
43884,,1200000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",,tt0027438,en,The Charge of the Light Brigade,"In 1853, as the British and Russian empires compete to gain and maintain their place in the dreadful Great Game of political intrigues and alliances whose greatest prize is the domination of India and the border territories, Major Geoffrey Vickers must endure several betrayals and misfortunes before he can achieve his revenge at the Balaclava Heights, on October 25, 1854, the most glorious day of the Crimean War.",8.47,/v7PFjyhEAWKGQ8g6cTGw4GzYKsa.jpg,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-10-20,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Theirs not to reason why, theirs but to do and die",The Charge of the Light Brigade,,,,2736000,False,/dsrHhe5Ljve2WKwDUHJPIfyG3f1.jpg,False,6.5,62.0
46828,"{'id': 937, 'name': 'The Pink Panther (Original) Collection', 'poster_path': '/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg', 'backdrop_path': '/9Lc4YOIwprqMYNaUkJRRa5unakk.jpg'}",25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,tt0108187,en,Son of the Pink Panther,The eighth and last of the Pink Panther series. The illegitimate son of Inspector Clouseau is on the case of the kidnapped Princess Yasmin.,13.783,/vSBzy0XtZvJQ4N9KLoWvblprZY2.jpg,"[{'id': 6408, 'logo_path': None, 'name': 'International Traders', 'origin_country': ''}, {'id': 4753, 'logo_path': '/v596rkvfJX3K6Ypgd4KHkzOhQrs.png', 'name': 'Filmauro', 'origin_country': 'IT'}, {'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 1582, 'logo_path': None, 'name': 'Titan Productions', 'origin_country': ''}, {'id': 21, 'logo_path': '/5Va1Ie5c4sjfEYqixQ3L8qg7fKu.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-08-27,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Inspector Clouseau's biggest mistake lives on!,Son of the Pink Panther,,,,2438031,False,/1YiXwxQKweAeObL4fs4YvgFcA3E.jpg,False,4.628,199.0
111,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt0086250,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",75.99,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-12-09,170,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,The world is yours...,Scarface,,,,66023329,False,/cCvp5Sni75agCtyJkNOMapORUQV.jpg,False,8.167,10926.0
191714,,3400000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://sonyclassics.com/thelunchbox/,tt2350496,hi,The Lunchbox,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",13.73,/jSOiz1h97i3qwjZJXY8SeLvjPsl.jpg,"[{'id': 2320, 'logo_path': '/nSAXfUCy16cNRiPlBMHeb700t9p.png', 'name': 'UTV Motion Pictures', 'origin_country': 'IN'}, {'id': 22486, 'logo_path': '/a101r8HZ9dk6xvXyFHcEyh73Qpr.png', 'name': 'Sikhya Entertainment', 'origin_country': 'IN'}, {'id': 19142, 'logo_path': '/l6xlRIeV7DOmAhtojP1UnXjpPpZ.png', 'name': 'DAR Motion Pictures', 'origin_country': 'IN'}, {'id': 19146, 'logo_path': '/5Ff25ornzVNhm5skuAvMAR556NB.png', 'name': 'Dharma Productions', 'origin_country': 'IN'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}, {'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'CNC', 'origin_country': 'FR'}, {'id': 7306, 'logo_path': '/iqCkzLmACmrws2tHO2USRLkJqXY.png', 'name': 'The Match Factory', 'origin_country': 'DE'}, {'id': 14819, 'logo_path': None, 'name': 'Asap Films', 'origin_country': ''}, {'id': 18485, 'logo_path': '/q49Qk6zMyhWVjowLXlpoboONqHx.png', 'name': 'Rohfilm', 'origin_country': 'DE'}, {'id': 21864, 'logo_path': None, 'name': 'Cine Mosaic', 'origin_country': 'US'}, {'id': 32413, 'logo_path': '/jXHqu6xyG8l5mKwK66u5ahzYdfD.png', 'name': 'National Film Development Corporation of India', 'origin_country': 'IN'}, {'id': 58, 'logo_path': '/voYCwlBHJQANtjvm5MNIkCF1dDH.png', 'name': 'Sony Pictures Classics', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-09-20,104,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Can You Fall In Love With Someone You Have Never Met?,The Lunchbox,,,,17240000,False,/rjccRKWUPKWHKIJ76rWLRIpeSdZ.jpg,False,7.354,644.0
10222,"{'id': 105322, 'name': 'Kickboxer Collection', 'poster_path': '/frOnbHEHWISXBC43wjsrBGOhqGJ.jpg', 'backdrop_path': '/lnUDOYV8hUOrXAx1RFpJeguenuQ.jpg'}",1500000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,tt0097659,en,Kickboxer,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt (Van Damme), American kickboxing champion Eric Sloane (Dennis Alexio), arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",29.631,/eP1GzZxRL7VpIEpeawtAjlYhNQj.jpg,"[{'id': 4255, 'logo_path': None, 'name': 'Kings Road Entertainment', 'origin_country': 'US'}, {'id': 1444, 'logo_path': '/1848gsFuV3EGewKg8xWADAyJUVy.png', 'name': 'Cannon Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-04-20,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An Ancient Sport Becomes A Deadly Game.,Kickboxer,,,,14697005,False,/qvWptvV5PEqEGrls5JmgKXiJ0UU.jpg,False,6.77,1261.0
36643,"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/dOSECZImeyZldoq0ObieBE0lwie.jpg'}",135000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.mgm.com/movies/the-world-is-not-enough,tt0143145,en,The World Is Not Enough,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",39.373,/wCb2msgoZPK01WIqry24M4xsM73.jpg,"[{'id': 7576, 'logo_path': '/oYcUi1byZ312Z3xiz5ojz9RQLND.png', 'name': 'EON Productions', 'origin_country': 'GB'}, {'id': 21, 'logo_path': '/5Va1Ie5c4sjfEYqixQ3L8qg7fKu.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 10761, 'logo_path': None, 'name': 'Danjaq', 'origin_country': 'US'}, {'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 4169, 'logo_path': None, 'name': 'Kanzaman Productions', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-17,128,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,As the countdown begins for the new millennium there is still one number you can always count on.,The World Is Not Enough,,,,361832400,False,/n2jVDMcBEWsLFooO7W1ZkcMUtWS.jpg,False,6.266,2682.0
642,"{'id': 625812, 'name': 'Butch Cassidy and the Sundance Kid Collection', 'poster_path': '/tH6CdgYjbJ9KJlsVU3zU7KOH4XD.jpg', 'backdrop_path': '/nvlkWZRoWlef0aDTJDgXxhffQM2.jpg'}",6000000,"[{'id': 37, 'name': 'Western'}]",https://ahighlight.com,tt0064115,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 1998.",28.082,/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,"[{'id': 381, 'logo_path': None, 'name': 'Campanile Productions', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 135092, 'logo_path': None, 'name': 'George Roy Hill-Paul Monash Production', 'origin_country': 'US'}, {'id': 12443, 'logo_path': None, 'name': 'Newman-Foreman Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-01-15,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"Not that it matters, but most of it is true.",Butch Cassidy and the Sundance Kid,,,,102308889,False,/C6jcUqld8M6hZQmzBxgwHuQ4qT.jpg,False,7.602,1998.0
49842,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,tt0039739,fr,Quai des Orfèvres,"Paris, France, December 1946. Jenny Lamour, an ambitious cabaret singer, and Maurice, her extremely jealous pianist husband, become involved in the thorough investigation of the murder of a shady businessman, led by Antoine, a peculiar and methodical police inspector.",11.595,/1z7v34MT4pXYwiRGHRovlzuL6xp.jpg,"[{'id': 62532, 'logo_path': None, 'name': 'Majestic Films', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1947-10-04,108,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Jenny Lamour,,,,152961,False,/yBNounwKZfu291XkoRZZeWGwFpx.jpg,False,7.497,150.0
31023,,3000000,"[{'id': 18, 'name': 'Drama'}]",,tt0188030,es,La lengua de las mariposas,"The film centres on Moncho and his coming-of-age experience in Galicia in 1936. Moncho develops a close relationship with his teacher Don Gregorio who introduces the boy to different things in the world. While the story centres on Moncho's ordinary coming-of-age experiences, tensions related to the looming Spanish Civil War periodically interrupt Moncho's personal growth and daily life.",11.647,/iSyRibFKtZL0tvjh6tCxTb6o74s.jpg,"[{'id': 10050, 'logo_path': '/SowPJ8W5Gy6OgyAFyWnv4KjcPo.png', 'name': 'TVG', 'origin_country': 'ES'}, {'id': 9335, 'logo_path': None, 'name': 'Canal+ España', 'origin_country': 'ES'}, {'id': 18332, 'logo_path': None, 'name': 'Las Producciones del Escorpión S.L.', 'origin_country': ''}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}, {'id': 186851, 'logo_path': None, 'name': 'Grupo Voz', 'origin_country': ''}, {'id': 15469, 'logo_path': None, 'name': 'Sogetel', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",1999-09-24,96,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Galician', 'iso_639_1': 'gl', 'name': 'Galego'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",Released,Stop and taste the world.,Butterfly,,,,7738129,False,/aFvLUBVkOsrooUnikodoHEiQfco.jpg,False,7.387,212.0
4858,,80000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",,tt0427392,en,The Invasion,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",25.343,/oS5rMuJXwNZZPx0ojhvjgduglD2.jpg,"[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 829, 'logo_path': '/aXqwCvJSCDbTclkxAYfsT1l4Dsa.png', 'name': 'Vertigo Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2007-08-17,99,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Do not trust anyone. Do not show emotion. Do not fall asleep.,The Invasion,,,,40170558,False,/tp3vxSTL1lZ1Ad02tsRIzjUvT7K.jpg,False,6.017,1382.0
161080,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0217788,en,Secret Society,"Daisy is the love of Ken's life - she is also large... and very pretty... and on the dole. But Ken is a dreamer, all his dreams to make a fast buck ending up where they started - as dreams. With the rent unpaid, the bailiffs at the door and Ken's dreams in tatters, Daisy sets out to bring home the bacon and gets a job in the local factory. There she meets Marlene and half a dozen other large women who are all united in a secret passion - Sumo wrestling! Ken doesn't know what's hit him.",3.842,/sZ4HeEoyOkzmv6848exsbDfsNVJ.jpg,"[{'id': 2268, 'logo_path': '/wgDks2qYgwN6u1OkW1bBre0rf4F.png', 'name': 'Isle of Man Film', 'origin_country': 'GB'}, {'id': 8719, 'logo_path': None, 'name': 'Isle of Man Film Commission', 'origin_country': ''}, {'id': 10351, 'logo_path': None, 'name': 'IAC Film', 'origin_country': ''}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2000-10-29,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A Romantic Comedy of Generous Proportions,Secret Society,,,,4275,False,/1glsOYiUVQ1TKKb7jBrBW70Hy1M.jpg,False,2.0,1.0
1360,,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://www.miramax.com/movie/frida,tt0120679,en,Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",18.749,/a4hgR6aKoohB6MHni171jbi9BkU.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 212674, 'logo_path': None, 'name': 'Margaret Rose Perenchio Productions', 'origin_country': ''}, {'id': 689, 'logo_path': None, 'name': 'Ventanarosa Productions', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-29,123,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Prepare to be seduced.,Frida,,,,56298474,False,/s04Ds4xbJU7DzeGVyamccH4LoxF.jpg,False,7.422,1915.0
393562,,521873,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,tt5662932,hi,रमन राघव २.०,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game.,15.19,/pvOHStFmbbttTC900Z4npCP7muY.jpg,"[{'id': 7435, 'logo_path': '/kckDWHAeT7NTAL9CAjq0T7trwLJ.png', 'name': 'Phantom Films', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2016-06-24,134,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Raman Raghav 2.0,,,,1013926,False,/wlbWvdbn3B3EvWIaQ8hiKPnv2qH.jpg,False,7.1,109.0
259694,,38000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://howtobesinglemovie.com/,tt1292566,en,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",37.578,/a4Ce3qHqIyHM3QfGsiVTAu3YADJ.jpg,"[{'id': 12, 'logo_path': '/mevhneWSqbjU22D1MXNd4H9x0r0.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/5Va1Ie5c4sjfEYqixQ3L8qg7fKu.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 19813, 'logo_path': None, 'name': 'Flower Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-02-08,110,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the party,How to Be Single,,,,112343513,False,/9yXPubeQuNzyIdbaUoXAurK40xv.jpg,False,6.249,3064.0
38093,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt1407061,en,Just Wright,"Physical therapist Leslie Wright lands the dream job of working with basketball superstar Scott McKnight, helping him recover from a career-threatening injury. All goes well and soon Leslie finds herself falling in love with him. Just as their friendship deepens, however, Scott focuses his attention back on his tenuous relationship with his ex-fiancé Morgan, Leslie's gorgeous godsister, who would love to be the basketball player's trophy wife.",14.833,/qx1SumoTQYtB9VyxQ7irlfE2e7L.jpg,"[{'id': 444, 'logo_path': None, 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 5677, 'logo_path': None, 'name': 'Flavor Unit Entertainment', 'origin_country': ''}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 53583, 'logo_path': None, 'name': 'Martin Chase Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-05-14,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,In this game every shot counts.,Just Wright,,,,21520719,False,/z3XieQjXfT63WiKvlJACbOxxFYn.jpg,False,6.344,356.0
