imdb_id,actor_id,actor_name,gender,popularity
tt2582802,1503846,Yancey Wells,0,1.153
tt2582802,1503847,Candace Roberge,0,1.4
tt2582802,1503848,Krista Kilber,0,0.6
tt2582802,1503853,Stephen Hsu,2,0.98
tt2582802,1503854,Herman Johansen,2,1.8
tt2582802,79051,Wendee Lee,1,5.067
tt2582802,1360008,Joseph Oliveira,2,3.077
tt2582802,81380,Michelle Ruff,1,2.744
tt2582802,1503858,Daniel Weidlein,2,1.236
tt0377471,8891,John Travolta,2,54.641
tt0377471,139,Uma Thurman,1,61.527
tt0377471,4937,Vince Vaughn,2,35.875
tt0377471,5726,Cedric the Entertainer,2,15.223
tt0377471,18918,Dwayne Johnson,2,50.662
tt0377471,37934,André 3000,2,15.617
tt0377471,37935,Steven Tyler,2,7.535
tt0377471,7866,Robert Pastorelli,2,11.972
tt0377471,37936,Christina Milian,1,12.761
tt0377471,17342,Paul Adelstein,2,20.185
tt0377471,5578,Debi Mazar,1,23.548
tt0377471,37937,Gregory Alan Williams,2,13.003
tt0377471,1037,Harvey Keitel,2,23.998
tt0377471,518,Danny DeVito,2,45.789
tt0377471,4512,James Woods,2,33.777
tt0377471,1571036,Anthony J. Ribustello,2,3.489
tt0377471,4246,Wyclef Jean,2,5.708
tt0377471,29783,Fred Durst,2,10.363
tt0377471,1231780,Sérgio Mendes,2,1.765
tt0377471,57756,Gene Simmons,2,14.036
tt0377471,150,RZA,2,13.072
tt0377471,235984,Joe Perry,2,10.287
tt0377471,115654,Anna Nicole Smith,1,15.732
tt0377471,162172,Alex Kubik,2,2.744
tt0377471,1216708,Darren Carter,2,1.009
tt0377471,1680695,Carol Duboc,1,1.22
tt0377471,177525,Minae Noji,1,7.26
tt0377471,20373,Arielle Kebbel,1,36.235
tt0377471,43893,Kimberly J. Brown,1,11.316
tt0377471,3283,Margaret Travolta,1,7.507
tt0377471,66580,Scott Adsit,2,11.906
tt0377471,1332017,Brian Christensen,2,1.83
tt0377471,982098,Nick Loren,2,3.056
tt0377471,66560,Craig Susser,2,2.206
tt0377471,1680739,George Fisher,2,6.119
tt0377471,1680743,Sahar Simmons,1,0.6
tt0377471,113008,Serdar Kalsin,2,1.4
tt0377471,1680745,Russ Irwin,2,0.6
tt0377471,78461,Joey Kramer,2,2.821
tt0377471,78460,Brad Whitford,2,3.622
tt0377471,78458,Tom Hamilton,2,6.57
tt0377471,1680746,Joyce Tolbert,1,1.094
tt0377471,1680747,Noelle Scaggs,1,0.6
tt0377471,82092,Will.i.am,2,11.097
tt0377471,20497,Fergie,1,4.137
tt0377471,557829,Apl.de.Ap,2,6.194
tt0377471,1240932,Taboo,2,6.138
tt0377471,1680753,Carmen Getit,1,0.98
tt0377471,1680755,Steve Lucky,2,0.6
tt0377471,1220575,Kimberly Wyatt,1,2.105
tt0377471,1680758,Kasey Campbell,1,1.62
tt0377471,77438,Ashley Roberts,1,3.975
tt0377471,151246,Nicole Scherzinger,1,12.148
tt0377471,1680761,Shanell Woodgett,1,0.6
tt0377471,1599680,Clifford McGhee,2,2.519
tt0377471,23591,Christopher Toler,2,2.934
tt0377471,1046144,Ivan 'Flipz' Velez,2,3.83
tt0377471,1680764,Donyelle Denise Jones,1,2.192
tt0377471,1775935,Gustavo Vargas,2,1.4
tt0377471,1378613,Frank Lloyd,2,1.732
tt0377471,1233810,Melody Thornton,1,1.96
tt0377471,101687,Alison Faulk,1,4.487
tt0377471,13922,Seth Green,2,41.034
tt0377471,1666474,Kari Ruth,1,1.38
tt0377471,1213103,Frank Lloyd,0,2.714
tt0431021,47296,Jeffrey Dean Morgan,2,63.262
tt0431021,26467,Kyra Sedgwick,1,24.749
tt0431021,94482,Natasha Calis,1,10.703
tt0431021,52869,Madison Davenport,1,17.736
tt0431021,42708,Rob LaBelle,2,10.336
tt0431021,582704,Matisyahu,2,1.593
tt0431021,89885,Quinn Lord,2,7.414
tt0431021,63791,Jay Brazeau,2,9.785
tt0431021,64671,Jim Thorburn,2,5.127
tt0431021,582698,Erin Simms,1,5.545
tt0431021,12055,John Cassini,2,7.694
tt0431021,78141,Grant Show,2,12.925
tt0431021,62713,Tim Perez,2,5.803
tt0431021,2141,Ned Bellamy,2,9.974
tt0431021,197930,Scott J. Ateah,2,3.598
tt0431021,1224673,Paul Wu,2,4.556
tt0431021,3592041,Antoine Safi,0,0.98
tt0431021,3592042,Cameron Sprague,0,0.98
tt0431021,1937045,Sharmaine Yeoh,1,2.239
tt0431021,112919,Frank Ferrucci,2,2.142
tt0431021,3592044,Jordan Stein,0,0.6
tt0431021,3592045,Sol Pavony,0,0.6
tt0431021,74307,Nana Gbewonyo,2,1.96
tt0093857,62036,Robert Carradine,2,17.012
tt0093857,67893,Larry B. Scott,2,12.064
tt0093857,23881,Timothy Busfield,2,11.105
tt0093857,55277,Courtney Thorne-Smith,1,28.678
tt0093857,11085,Anthony Edwards,2,19.969
tt0093857,87003,Curtis Armstrong,2,23.108
tt0093857,92809,Andrew Cassese,2,4.215
tt0093857,70254,Donald Gibb,2,24.128
tt0093857,11367,Bradley Whitford,2,15.415
tt0093857,21523,Ed Lauter,2,10.548
tt0093857,83115,Barry Sobel,2,3.926
tt0093857,112300,Tom Hodges,2,6.551
tt0093857,77023,Jack Gilpin,2,5.272
tt0093857,2505,James Cromwell,2,29.27
tt0093857,20904,James Hong,2,35.776
tt0093857,170918,Priscilla Lopez,1,4.616
tt0093857,2505823,Jason Julien,2,0.6
tt0093857,2505824,Marilyn Caskey,1,0.98
tt0093857,66785,Richard Joseph Paul,2,5.537
tt0093857,2505827,Rhonda Waymire,1,0.984
tt0093857,1039475,Donna Rosae,1,1.943
tt0093857,2505901,Susan Vanech,0,0.98
tt0093857,2505902,Robert Goodman,2,0.6
tt0093857,2505903,Michael Fitzgerald,2,0.98
tt0093857,1881695,Huey Laborde,0,0.98
tt0093857,1355107,Raymond Forchion,2,2.346
tt0093857,161917,Carmen Thomas,1,6.339
tt0093857,2505908,Miles Greadington,0,0.98
tt0093857,2505909,Victor Morris,0,0.652
tt0093857,2505596,Ed Knott Jr.,2,2.023
tt0093857,572267,Tom Boykin,0,0.6
tt0093857,1434041,Ruben Rabasa,2,4.582
tt0181689,500,Tom Cruise,2,62.811
tt0181689,2206,Samantha Morton,1,23.09
tt0181689,2201,Max von Sydow,2,31.189
tt0181689,72466,Colin Farrell,2,58.095
tt0181689,2208,Kathryn Morris,1,23.512
tt0181689,2202,Steve Harris,2,11.181
tt0181689,2203,Neal McDonough,2,68.721
tt0181689,32286,Patrick Kilpatrick,2,20.219
tt0181689,2205,Jessica Capshaw,1,18.029
tt0181689,95604,Daniel London,2,5.149
tt0181689,2207,Lois Smith,1,11.101
tt0181689,1462,Tim Blake Nelson,2,17.69
tt0181689,53,Peter Stormare,2,26.552
tt0181689,1213094,Caroline Lagerfelt,1,11.333
tt0181689,130749,Jason Antoon,2,7.7
tt0181689,24173,Mike Binder,2,5.415
tt0181689,72028,Arye Gross,2,18.416
tt0181689,155492,Ashley Crow,1,15.324
tt0181689,25376,Joel Gretsch,2,9.923
tt0181689,54800,Anna Maria Horsford,1,8.352
tt0181689,2156893,Sarah Simmons,1,1.96
tt0181689,1273694,George D. Wallace,2,8.697
tt0181689,156587,Ann Ryerson,1,5.466
tt0181689,62821,Tyler Patrick Jones,2,6.908
tt0181689,61259,Dominic Scott Kay,2,12.22
tt0181689,69055,Jessica Harper,1,9.034
tt0181689,2156899,Bertell Lawrence,0,0.98
tt0181689,157609,Richard Coca,2,8.681
tt0181689,15318,Keith Campbell,2,4.441
tt0181689,6864,Kirk B.R. Woller,2,5.894
tt0181689,81685,Frank Grillo,2,33.281
tt0181689,155283,Klea Scott,1,5.849
tt0181689,1004155,Eugene Osment,2,6.537
tt0181689,1595476,James Henderson,2,1.38
tt0181689,1596619,Vené L. Arcoraci,1,4.404
tt0181689,2156894,Erica Ford,1,1.094
tt0181689,174106,Keith Flippen,2,4.45
tt0181689,1291782,Nathan Taylor,0,0.98
tt0181689,1220703,Radmar Agana Jao,2,4.862
tt0181689,62567,Karina Logue,1,14.735
tt0181689,172270,Elizabeth Anne Smith,1,1.388
tt0181689,1500108,Victoria Garcia-Kelleher,1,6.962
tt0181689,161932,Jim Rash,2,13.15
tt0181689,31280,Stephen Ramsey,2,1.721
tt0181689,200109,Tom Choi,2,8.343
tt0181689,2156085,Tom Whitenight,0,2.084
tt0181689,1700563,William Morts,2,5.821
tt0181689,2156896,Michael Dickman,0,1.22
tt0181689,2156898,Matthew Dickman,0,0.98
tt0181689,1502667,William Mesnik,2,1.4
tt0181689,1766549,Franklin Scott,0,1.094
tt0181689,2156900,Severin Wunderman,0,0.694
tt0181689,1492220,Max Trumpower,0,1.632
tt0181689,1242770,Allie Raye,0,0.98
tt0181689,2156901,Rocael Leiva,2,1.508
tt0181689,2156902,Nicholas Edwin Barb,2,1.96
tt0181689,2156903,Catfish Bates,0,0.694
tt0181689,1495771,Danny Parker-Lopes,2,3.787
tt0181689,2156904,Vanessa Cedotal,0,1.4
tt0181689,155931,Katy Boyer,1,6.698
tt0181689,2156905,Adrianna Kamosa,0,1.4
tt0181689,2156906,Kari Gordon,0,1.411
tt0181689,2156907,Elizabeth Kamosa,0,0.6
tt0181689,2156908,Raquel Gordon,0,0.6
tt0181689,2156909,Laurel Kamosa,0,0.6
tt0181689,156748,Fiona Hale,1,5.317
tt0181689,2156910,Pamela Roberts,1,3.91
tt0181689,54694,Clement Blake,2,8.044
tt0181689,2156911,Jerry Perchesky,0,0.694
tt0181689,1212758,Victor Raider-Wexler,2,6.448
tt0181689,110928,Nancy Linehan Charles,1,12.802
tt0181689,2156912,Nadia Axakowsky,0,1.345
tt0181689,1924254,Dude Walker,2,1.246
tt0181689,1603320,Tony Hill,0,0.6
tt0181689,2156914,Drakeel Burns,0,1.62
tt0181689,15338,William Mapother,2,18.61
tt0181689,2156915,Morgan Hasson,0,0.98
tt0181689,1007756,Andrew Sandler,0,1.699
tt0181689,58517,Bonnie Morgan,1,10.749
tt0181689,76000,Kathi Copeland,1,0.699
tt0181689,1341865,Ana Maria Quintana,1,5.041
tt0181689,2156916,Lucille M. Oliver,0,1.96
tt0181689,2156917,Gene Wheeler,0,0.98
tt0181689,2156918,Tonya Ivey,0,1.4
tt0181689,33707,David Stifel,2,1.859
tt0181689,103858,Kurt Sinclair,2,3.248
tt0181689,1310170,Rebecca Ritz,1,3.063
tt0181689,1881883,Beverly Morgan,0,0.694
tt0181689,47547,John Bennett,2,8.303
tt0181689,2156919,Maureen Dunn,0,1.38
tt0181689,1758373,Ron Ulstad,0,0.742
tt0181689,31170,Blake Bashoff,2,3.867
tt0181689,124086,David Doty,2,4.448
tt0181689,79073,Gina Gallego,1,4.757
tt0181689,1219546,David Hornsby,2,12.086
tt0181689,72723,Anne Judson-Yager,1,5.202
tt0181689,87934,Meredith Monroe,1,15.333
tt0181689,1564989,Benita Krista Nall,1,7.309
tt0181689,1235964,Shannon O'Hurley,1,6.742
tt0181689,1448173,Jorge-Luis Pallo,2,8.848
tt0181689,2156921,Elizabeth Payne,1,3.7
tt0181689,2156922,Ethan Sherman,0,0.694
tt0181689,223136,Jarah Mariano,1,2.304
tt0181689,2156923,Miles Dinsmoor,0,0.84
tt0181689,2038264,Vanessa Asbert,1,3.842
tt0181689,4762,Paul Thomas Anderson,2,10.253
tt0181689,11649,Cameron Crowe,2,3.111
tt0181689,6941,Cameron Diaz,1,28.799
tt0075148,16483,Sylvester Stallone,2,54.349
tt0075148,3094,Talia Shire,1,25.927
tt0075148,4521,Burt Young,2,21.892
tt0075148,1101,Carl Weathers,2,26.396
tt0075148,16523,Burgess Meredith,2,21.214
tt0075148,16524,Thayer David,2,6.778
tt0075148,16525,Joe Spinell,2,13.518
tt0075148,16526,Jimmy Gambina,0,1.985
tt0075148,16527,Bill Baldwin,2,4.474
tt0075148,16528,Al Silvani,2,3.03
tt0075148,2563,George Memmoli,2,5.933
tt0075148,16529,Jodi Letizia,1,1.4
tt0075148,16530,Diana Lewis,1,1.4
tt0075148,16531,George O'Hanlon,2,6.19
tt0075148,16532,Larry Carroll,2,1.22
tt0075148,16936,Stan Shaw,2,12.361
tt0075148,16623,Don Sherman,2,4.334
tt0075148,29364,Billy Sands,2,4.578
tt0075148,16508,Pedro Lovell,2,2.143
tt0075148,1214134,DeForest Covan,2,1.4
tt0075148,104944,Simmy Bow,2,4.488
tt0075148,16504,Tony Burton,2,12.382
tt0075148,1379467,Hank Rolike,2,5.501
tt0075148,12429,Shirley O'Hara,1,8.476
tt0075148,180294,Kathleen Parker,1,0.6
tt0075148,39780,Frank Stallone Jr.,2,13.565
tt0075148,78021,Lloyd Kaufman,2,4.512
tt0075148,140591,Jane Marla Robbins,1,2.188
tt0075148,1769134,Jack Hollander,2,2.204
tt0075148,2570450,Joe Sorbello,0,0.6
tt0075148,2570451,Christopher Avildsen,0,1.38
tt0075148,1383106,Frankie Van,0,1.052
tt0075148,2145101,Lou Fillipo,2,2.229
tt0075148,2570453,Paris Eagle,0,0.98
tt0075148,2119477,Frank Stallone Sr.,2,0.6
tt0075148,2570463,Robert L. Tangrea,0,1.96
tt0075148,2570464,Peter Glassberg,0,0.6
tt0075148,2570465,William E. Ring,0,1.4
tt0075148,2570466,Joseph C. Giambelluc,0,1.4
tt0075148,107375,Joe Frazier,2,3.179
tt0075148,2391,Michael Dorn,2,10.461
tt0075148,131832,Arnold Johnson,2,3.58
tt0075148,16543,Stu Nahan,2,2.026
tt0075148,101615,Frank Pesce,2,7.809
tt0075148,43869,Lavelle Roby,1,7.859
tt0075148,1208039,Arthur Tovey,2,6.381
tt0075148,16542,John Pleshette,2,8.046
tt1700845,5469,Ralph Fiennes,2,65.822
tt1700845,72855,Felicity Jones,1,32.857
tt1700845,33450,Joanna Scanlan,1,12.025
tt1700845,5470,Kristin Scott Thomas,1,33.959
tt1700845,2441,Tom Hollander,2,22.058
tt1700845,20057,Michelle Fairley,1,18.987
tt1700845,20282,John Kavanagh,2,4.996
tt1700845,239877,Amanda Hale,1,8.353
tt1700845,207549,Perdita Weeks,1,21.493
tt1700845,52891,Tom Burke,2,16.521
tt1700845,7025,Richard McCabe,2,8.922
tt1700845,1227492,David Collings,2,1.767
tt1700845,1052254,James Michael Rankin,2,1.62
tt1700845,1052255,Charlotte Hope,1,35.891
tt1700845,1052256,Michael Marcus,2,2.683
tt1700845,1052257,Laurence Spellman,2,5.034
tt1700845,97417,Jonathan Harden,2,4.13
tt1700845,1052258,Christos Lawton,2,5.589
tt1700845,1052259,Claire Daly,0,0.6
tt1700845,211738,Mark Dexter,2,2.573
tt1700845,2467072,Gwendolen Chatfield,1,0.6
tt1700845,2921418,Joseph Paxton,0,0.98
tt1700845,2852037,Sophie Russell,1,1.4
tt1700845,1558321,Charissa Shearer,1,0.98
tt1700845,2921422,Jeremy Assouly,0,0.6
tt1700845,2921423,Declan Walker,0,0.98
tt1700845,2921424,John Joe Bitcliffe,0,1.62
tt1700845,2921425,Harry Harmon,0,0.6
tt1700845,1665326,Joseph Harmon,2,1.614
tt1700845,1977476,Daphne Neville,1,0.832
tt1700845,1466263,Jonathan Jaynes,2,2.191
tt1700845,1370854,Michael Hadley,2,1.604
tt1700845,1926890,Geoffrey Freshwater,2,1.38
tt1700845,1674277,Tahirah Sharif,1,8.673
tt1700845,2921444,Ophelia Standen,0,0.6
tt1700845,2921446,James Traherne,0,0.6
tt1700845,1536349,Daniel André Pageon,2,1.96
tt1700845,2921448,Odile Gash,0,0.6
tt1700845,2610422,Philippe Smolikowski,2,2.13
tt1700845,2921449,Assiba Abes,0,0.6
tt1700845,662006,Grahame Fox,2,5.073
tt1700845,1673059,Steve Morphew,2,3.571
tt1700845,1052257,Laurence Spellman,2,5.034
tt1700845,1483657,Sally Leonard,0,1.4
tt1700845,1726682,Tallulah Harlech,1,0.6
tt1700845,2921460,Ethan Andrews,0,0.631
tt1700845,2921465,Sebastian Coates,0,0.6
tt1700845,2921467,Harry Crichton-Miller,0,0.84
tt1700845,1873365,Jack Curtin,0,0.6
tt1700845,2921470,Jacob Greenhouse,0,0.6
tt1700845,2921471,Ethan Radus,0,0.6
tt0421239,53714,Rachel McAdams,1,41.434
tt0421239,2037,Cillian Murphy,2,69.827
tt0421239,1248,Brian Cox,2,33.66
tt0421239,34195,Jayma Mays,1,20.818
tt0421239,58792,Jack Scalia,2,8.26
tt0421239,74573,Robert Pine,2,19.175
tt0421239,1774125,Terry Press,0,1.96
tt0421239,982705,Brittany Oaks,1,3.642
tt0421239,42186,Laura Johnson,1,12.75
tt0421239,52939,Max Kasch,2,6.29
tt0421239,59219,Kyle Gallner,2,19.84
tt0421239,1537,Angela Paton,1,4.718
tt0421239,34979,Loren Lester,2,7.636
tt0421239,8266,Suzie Plakson,1,15.441
tt0421239,1225809,Monica McSwain,1,5.184
tt0421239,1648160,Dane Farwell,2,4.859
tt0421239,68225,Beth Toussaint,1,5.177
tt0421239,1774124,Adam Gobble,0,1.38
tt0421239,104742,Megan Crawford,0,1.38
tt0421239,155308,Carl Gilliard,2,4.477
tt0421239,562701,Mary Kathleen Gordon,1,4.095
tt0421239,20754,Philip Pavel,2,2.654
tt0421239,205394,Amber Mead,1,4.798
tt0421239,39568,Dey Young,1,9.247
tt0421239,152355,Jeanine Jackson,1,4.327
tt0421239,937676,Carmen Gloria,1,4.779
tt0421239,164943,Colby Donaldson,2,3.176
tt0421239,1965556,Jennie Baek,0,1.96
tt0421239,155779,Amanda Young,1,1.691
tt0421239,20720,Jim Lemley,2,3.36
tt0421239,33430,Jenny Wade,1,9.373
tt0117110,13472,Tim Curry,2,49.811
tt0117110,9188,Billy Connolly,2,16.47
tt0117110,12094,Jennifer Saunders,1,19.531
tt0117110,19996,Kevin Bishop,2,8.077
tt0117110,64181,Dave Goelz,2,7.062
tt0117110,64180,Steve Whitmire,2,7.164
tt0117110,68455,Jerry Nelson,2,3.328
tt0117110,77156,Kevin Clash,2,5.642
tt0117110,64182,Bill Barretta,2,6.046
tt0117110,7908,Frank Oz,2,16.881
tt0117110,1572175,John Henson,2,1.385
tt0117110,1430567,Danny Blackner,0,1.4
tt0117110,1220350,Peter Geeves,2,2.368
tt0117110,121112,Harry Jones,2,2.604
tt0117110,1760088,David J. Nicholls,2,5.953
tt0117110,1705493,Frederick Warder,2,3.07
tt0117110,1401233,Nigel Plaskitt,2,2.023
tt0117110,1228891,Louise Gold,1,3.319
tt0117110,291223,John Eccleston,2,0.982
tt0117110,235418,Simon Buckley,0,0.6
tt0117110,2820502,Katherine Smee,0,0.6
tt0117110,2475827,Andrew James Spooner,0,1.242
tt0117110,1975239,Robbie Barnett,0,0.711
tt0117110,2745144,James Barton,0,0.98
tt0117110,2745146,Michael Bayliss,0,1.38
tt0117110,1303370,Charles Broughton,0,0.6
tt0117110,2379271,David Bulbeck,0,1.166
tt0117110,1234529,Dave Chapman,2,6.682
tt0117110,1238685,Marcus Clarke,0,1.38
tt0117110,1921351,Sue Dacre,0,0.84
tt0117110,2745148,Taylor David,0,0.6
tt0117110,2745149,Geoff Felix,0,0.6
tt0117110,2820505,Mike Gallant,0,0.6
tt0117110,1393275,Pat Garrett,0,1.4
tt0117110,2820506,Barnaby Harrison,0,0.6
tt0117110,1651474,Mark Jefferis,0,1.62
tt0117110,102759,William Todd-Jones,0,0.694
tt0117110,2713384,Robin Kingsland,0,2.226
tt0117110,1238575,Steven Kynman,0,2.687
tt0117110,2745152,Christopher Leith,0,0.6
tt0117110,2745153,Anthony Lymboura,0,0.98
tt0117110,2820508,Mark Mansfield,0,1.38
tt0117110,2820509,Joan Morris,0,0.694
tt0117110,1253664,Rebecca Nagan,0,0.98
tt0117110,2820510,Margaret O'Flaherty,0,0.6
tt0117110,1252791,Angie Passmore,0,0.6
tt0117110,2745154,Peter Passmore,0,0.6
tt0117110,2820511,Marie Phillips,0,0.6
tt0117110,1249957,Mike Quinn,2,1.245
tt0117110,2745156,Gillie Robic,0,1.008
tt0117110,2820513,Helena Smee,0,0.6
tt0117110,1764344,John Thirtle,0,0.98
tt0117110,2471834,Ian Thom,0,0.6
tt0117110,1219438,Heather Tobias,1,4.535
tt0117110,2820514,Jürgen Tombers,0,0.6
tt0117110,2745162,Ian Tregonning,0,0.98
tt0117110,1806669,Robert Tygner,2,1.96
tt0117110,29073,James Vaughan,2,1.487
tt0117110,26693,John Wheatley,0,1.4
tt0117110,269653,Victoria Willing,1,1.123
tt0117110,2745163,Phill Woodfine,0,1.38
tt0117110,2820516,Sarah Wright,0,0.98
tt0117110,224942,Paul Zerdin,0,1.22
tt0117110,1314585,Jessica Hamilton,0,1.96
tt0117110,65298,Brian Henson,2,6.924
tt0117110,1329041,Brian Herring,0,1.96
