col,revenue
1296,234785958.19734845
1297,917611149.918648
1298,224698744.55866656
1299,274730138.2160955
1300,52474608.26142504
1301,143887163.9483674
1302,105988580.46743126
1303,585210058.0419542
1305,124203972.01732598
1307,174036124.0423613
1309,742840292.9496677
1310,788347951.4550327
1311,1439922690.9453416
1313,819403799.2320395
1314,772951228.5054435
1315,1439922690.9453416
1316,1132045958.8879294
1317,409502319.3639767
1318,1439922690.9453416
1319,1439922690.9453416
1320,1439922690.9453416
1321,1321962040.8799777
1322,1439922690.9453416
1323,1003906384.4400868
1324,575683395.5426198
1325,629573965.9115202
1326,692162383.3137267
1348,166321697.14600554
1353,124004142.08861068
1357,685999.3428972422
1360,18252739.991027184
1361,156342598.73729485
1373,679875231.1942545
1377,877714965.6330624
1390,311230920.7704868
1392,291995.34445668134
1400,6887998.212746972
1414,98712996.03174603
1415,98712996.03174603
1416,98712996.03174603
1417,43407151.968423195
1428,30101579.250016585
1459,676321161.550328
1461,108822902.83580068
1462,26468509.740062106
1482,109674497.44442934
1483,279376709.1877368
1484,138254013.24030623
1496,17625298.195010964
1497,15762295.614035087
1524,177834881.3526768
1525,16659097.690129088
1527,77199115.41614062
1528,164994189.74944535
1530,329069644.65251595
1531,241880752.7789498
1535,87193068.75044757
1544,11392308.377731074
1545,19488300.77598684
1546,19488300.77598684
1551,15624119.089217016
1552,19488300.77598684
1553,19488300.77598684
1556,19488300.77598684
1557,19488300.77598684
1570,91396931.60901424
1576,186945702.67131242
1577,5592907.050998196
1586,29826004.9771603
1587,160676937.01187116
1588,174293573.6329224
1589,13253301.664821599
1590,114398296.7646305
1592,130109505.36113554
1593,223500987.79989433
1594,254334728.81519747
1597,281731618.1570491
1614,75342128.76030222
1617,11041686.044300491
1633,56084283.53504645
1635,125490502.95187801
1637,2149787.104735202
1638,158024404.44679722
1650,9412490.213733573
1690,80277699.83237351
1692,80277699.83237351
1694,2264999.4218898886
1704,643058826.3024999
1705,868576001.2910458
1706,950566196.8328768
1707,689589645.0389328
1708,1041806031.3028259
1718,298312188.9543215
1719,1041806031.3028259
1720,213648287.11281282
1721,283642439.8499326
1722,860764372.1729317
1723,241192301.75543794
1724,240060844.52644482
1725,239184074.70196888
1726,129589934.69977589
1728,125006406.11418743
1729,238979998.70540377
1730,137563622.42799246
1731,220961426.57520044
1732,136212377.73035732
1744,93067432.86769024
1748,165680491.93548384
1749,245052791.145332
1758,74387224.08026756
1760,203560193.33709782
1761,564694323.9035219
1762,129824995.36437273
1765,1477354621.9931269
1767,57657857.007080846
1769,25540363.65882318
1776,103147177.28537153
1781,2077268.0015237222
1782,25635673.326609608
1784,30376971.74055564
1788,83705504.32557644
1791,218595358.07538262
1800,93941492.62142856
1801,245052791.145332
1803,524654891.1290322
1809,188010792.76171967
1822,245052791.145332
1823,245052791.145332
1824,245052791.145332
1825,245052791.145332
1826,245052791.145332
1827,245052791.145332
1828,245052791.145332
1851,216878598.44246572
1884,148126315.00061405
1885,283994223.90025973
1886,135714791.7498275
1887,439405407.37872684
1888,219944720.44305933
1889,254644848.2747503
1890,274202516.7761393
1891,208154789.4626571
1892,10374212.750071866
1895,71567640.26910365
1896,152462659.6186077
1899,108718640.7645223
1918,205442634.64506677
1919,154907514.06727862
1927,103590196.08878104
1928,235362748.22587302
1929,17568972.894176707
1938,144211993.2315338
1939,375959729.550862
1940,236626254.64684013
1966,123790116.28241438
1968,2344237.219206838
1978,76173994.87464851
1979,85386336.82810503
1993,122408646.79364622
1994,15823207.713565009
1997,124279176.3089927
1999,118190684.17320697
2000,12817007.299270071
2005,187846805.98159507
2024,695952.2632563255
2026,55966751.75570176
2027,112793052.36108695
2031,101488018.15780474
2032,120738979.64007251
2033,141681136.43062183
2034,82662751.73676203
2035,63579269.71760627
2036,75204759.74043445
2042,176357065.03012255
2043,201884178.95725137
2044,120049992.50880942
2045,113661073.4659364
2046,127900127.50030605
2070,52793662.51776341
2071,93283871.35519868
2073,172501883.93276143
2075,90053556.95475404
2080,186526135.30583656
2082,156938100.1329024
2083,201324051.63575813
2084,83092410.23319976
2087,281669874.87969196
2088,60789337.62366919
2090,593219594.5945946
2095,295047186.55178833
2100,30484895.83333333
2103,30484895.83333333
2106,965504029.683387
2110,187846805.98159507
2116,26203481.884384956
2118,530093456.71131754
2119,72383515.56764705
2121,78968525.6204283
2122,299899882.1705062
2123,72169248.03836158
2127,446098332.76255506
2128,168233640.634371
2130,1286775.0398321713
2145,120701602.70729922
2146,160986074.59605607
2147,171857423.65352845
2148,122557874.05829465
2149,160986074.59605607
2150,171857423.65352845
2151,160986074.59605607
2152,625882243.4913265
2156,19488300.77598684
2158,249127490.67499998
2161,91588625.85372539
2162,327619936.20560807
2163,145979465.06955364
2171,32959222.52612722
2176,18036042.936994366
2178,89541954.71671903
2181,11195677.123182861
2182,668505671.8909813
2183,11195677.123182861
2184,583228424.7023311
2185,668505671.8909813
2186,41328860.22490438
2187,5350625.250091241
2190,3885667.8351746253
2199,243022055.10364872
2200,582988486.150806
2209,318707160.3824938
2210,291714092.67410576
2211,871380868.771926
2212,262636440.89183173
2213,582988486.150806
2214,256639469.62942523
2215,339159269.8780741
2216,546356188.5262232
2219,93186455.08235978
2223,25684904.706668206
2226,200099833.87366998
2227,163939311.46229494
2228,47805408.78574659
2232,421405.63367346936
2235,44628342.74167223
2236,144243175.20467296
2238,143005776.50434768
2239,65657387.286847666
2240,125314271.47150967
2241,189321383.32091823
2242,81176723.19426659
2243,206753818.08855006
2260,118654761.16359653
2261,2002657.3905109488
2284,100078911.91709845
2287,745336028.3244709
2289,433605018.2615642
2291,81741446.2750744
2293,276682884.95192885
2294,147846414.1963344
2303,10148592.241090154
2304,8243802.816901408
2305,8243802.816901408
2306,8243802.816901408
2307,8243802.816901408
2308,8243802.816901408
2309,8243802.816901408
2318,8243802.816901408
2324,155500356.60029474
2325,94116.62791845706
2332,5263402.609606523
2334,5263402.609606523
2336,5263402.609606523
2337,5263402.609606523
2338,5263402.609606523
2352,60626548.905620135
2355,83156372.54660705
2356,3885667.8351746253
2357,30067962.984472048
2358,51703036.194558255
2359,81691074.00003545
2361,211086313.6683661
2362,56781289.27083734
2366,78239407.96868363
2378,29662306.041039728
2380,236967611.33603242
2381,236967611.33603242
2383,236967611.33603242
2384,156756141.56284264
2385,236967611.33603242
2386,236967611.33603242
2396,236967611.33603242
2397,236967611.33603242
2398,118738361.44046186
2399,95852918.66767025
2400,236967611.33603242
2402,10246203.430402031
2406,225203309.3761956
2419,295390093.45794386
2423,14467992.55634608
2425,76191442.74812707
2428,47982787.41007193
2429,68400095.62043795
2443,1041806031.3028259
2444,750631450.5276687
2446,690509979.752908
2447,539696002.9434776
2448,547336209.1895477
2460,162023139.27033284
2461,583969079.8294541
2483,197596085.78750092
2484,224086357.94197738
2485,110495061.49147896
2486,197794250.12057456
2487,251352766.8999102
2488,32270182.72973231
2490,7332962.882142856
2498,47982787.41007193
2500,47982787.41007193
2507,119050771.13641942
2511,582988486.150806
2519,471219626.6938141
2523,161625486.3885386
2528,376121970.9955034
2529,124410762.31891507
2530,316933373.5344973
2532,97556265.5311507
2533,106363848.19306765
2539,287802334.75543475
2545,95247331.25250982
2551,60525060.87424242
2552,19773986.486486483
2553,15493604.841477443
2554,19773986.486486483
2556,81573962.70450906
2560,57951485.148514844
2578,5025650.747388059
2583,19773986.486486483
2585,12152299.891287595
2588,16402894.122451352
2589,52523428.91506392
2593,197628102.38672534
2596,22223927.464335315
2621,67898555.17269285
2624,252612683.0900066
2625,44636356.856509596
2626,194146224.7928571
2632,33901880.8702842
2635,78597264.01382464
2636,125891795.70623876
2637,264809706.0720708
2653,136139375.7917093
2654,148825196.09583077
2655,171211037.2394458
2657,109062084.29722221
2658,1477354621.9931269
2663,120074130.89536184
2665,187846805.98159507
2666,187846805.98159507
2675,255714.10769938177
2678,669022.2984971688
2688,98503837.02886398
2689,300763664.8292366
2690,176839823.32117513
2691,556658405.2256452
2702,277492332.9608681
2704,241103129.54078335
2705,191885053.6115859
2706,556658405.2256452
2707,373187365.8781287
2708,556658405.2256452
2709,556658405.2256452
2710,245623862.24607247
2711,194369032.5159924
2720,148568076.73273614
2721,136815938.5690365
2722,134611493.70854464
2723,238482308.86842194
2724,220748060.98171315
2746,103402782.68624869
2760,52301455.80912863
2761,120074130.89536184
2766,96834374.99999999
2773,37280449.13903241
2778,59236804.93806724
2793,754213.7428571427
2801,20781371.67585438
2836,20272607.092346936
2837,20272607.092346936
2860,20272607.092346936
2861,20272607.092346936
2862,15699737.295996591
2863,10083017.276400702
2864,64351043.16086178
2865,20272607.092346936
2866,38185829.61543635
2867,52442938.529748924
2868,99013904.44563253
2869,99013904.44563253
2870,202625819.37893713
2871,110660203.0100714
2872,185874763.5261096
2873,99013904.44563253
2874,427407638.4344455
2875,202625819.37893713
2887,45679144.08291925
2888,264752175.03595406
2889,99013904.44563253
2890,20272607.092346936
2920,41264956.91692535
2945,160800672.46363842
2946,136661998.04913697
2947,166590836.90622875
2948,57515292.53843168
2949,183138868.74673185
2950,154227467.2208011
2951,140858013.312852
2952,65037165.40056671
2953,200861004.13287562
2963,34834461.64541916
2985,140858013.312852
2986,250191181.94064504
2987,63288564.84376205
2988,125080051.64898315
2989,201193051.74605945
2993,262716054.04077327
2995,218564521.10136548
2997,138191850.36007327
2999,56498476.24645687
3026,202584199.0184797
3027,61160767.88486164
3028,95547922.92529054
3029,95547922.92529054
3030,236392248.59375054
3031,326772113.64734346
3032,180313565.80221173
3036,1381572.9845587835
3045,29857206.150775976
3046,29857206.150775976
3047,29857206.150775976
3048,29857206.150775976
3049,29857206.150775976
3050,71581122.12042923
3056,113311662.24163732
3064,34092112.994191214
3078,83233205.88766143
3081,5949308.182492002
3082,20828146.309352033
3083,203394416.796931
3097,231092146.42214727
3098,138506300.738864
3099,101823660.84775454
3101,1028818092.7835052
3104,237448818.83374748
3105,20665878.727276206
3108,29857206.150775976
3109,29857206.150775976
3113,123367703.95157357
3115,4977326.183137265
3117,31771162.109198432
3119,36308552.56512364
3122,167532155.57871038
3125,93515700.79440217
3136,91584379.70244579
3146,47687442.9354532
3147,25232576.26366238
3148,61833994.628859274
3159,62729043.31123288
3175,152000383.15869132
3176,13843965.896589657
3180,151620741.5658385
3181,12184108.350093456
3182,123206127.30279502
3183,890008711.5720001
3184,126589106.20423293
3186,259102827.86752588
3188,100004510.06915271
3189,57197105.6125452
3190,125037684.5632478
3191,107391515.62070295
3192,97508685.47412552
3193,216005009.59437695
3219,175038371.20470387
3220,306237734.31224173
3221,306237734.31224173
3222,200111094.1702385
3223,103494599.44892201
3224,59630317.90829016
3225,142726711.0588304
3227,43893064.98364987
3248,66378267.15535714
3249,133594781.62737656
3255,965504029.683387
3257,68400095.62043795
3258,636127852.8528528
3274,107155135.43197586
3275,420460549.74045056
3276,289100164.2812911
3277,306237734.31224173
3278,306237734.31224173
3285,331566840.2237382
3286,52903057.40674086
3287,104772696.52757716
3288,448414983.04577166
3289,178827447.36036044
3290,76537251.91188218
3304,209852668.14897165
3305,115016860.73850188
3310,202248576.8373563
3311,145212965.4581961
3314,209852668.14897165
3351,46063813.83360488
3353,117242827.86289681
3354,125423571.42857142
3355,125423571.42857142
3356,235865994.04761901
3357,177683392.85714284
3358,113321196.69894198
3373,125423571.42857142
3374,125423571.42857142
3375,28904197.530864198
3386,125423571.42857142
3387,125423571.42857142
3388,336766099.4353783
3390,131059850.26020408
3392,109323491.53826949
3393,165492903.15441582
3394,117870942.2159011
3415,362799319.41802776
3427,1130763389.4414692
3428,752610396.822315
3429,434573016.74511755
3430,704416605.7874993
3431,1130763389.4414692
3451,28904197.530864198
3452,28904197.530864198
3453,28904197.530864198
3454,26582862.584537007
3455,28904197.530864198
3456,28904197.530864198
3457,28904197.530864198
3458,28904197.530864198
3459,28904197.530864198
3460,21450855.830611315
3479,28904197.530864198
3498,60030534.0981453
3499,824169226.830517
3500,824169226.830517
3501,180643984.73606554
3502,824169226.830517
3503,904329419.9240394
3504,684791366.5098386
3505,824169226.830517
3506,776115578.163232
3524,1230968.1086095169
3535,184623977.46485502
3540,374783.4117816092
3556,114668623.64397833
3558,27915363.42267847
3560,33243590.316459622
3561,17250438.470702488
3562,66306765.40712262
3564,3386838.657383231
3569,428340500.0
3583,1145166.4326102417
3585,1659060.4570234707
3586,3200742.5302631576
3589,117378.38378378378
3616,28904197.530864198
3629,61784909.41657053
3630,60887102.31629139
3631,76295621.11256821
3632,102824729.72972971
3636,815836727.8009535
3637,51257227.43875907
3643,101625148.85970736
3644,58329862.54295532
3646,41364818.656716414
3648,52805328.744433016
3656,119226691.39183672
3657,40588959.06728053
3658,91447436.42208008
3659,141500182.60847917
3661,67746744.17350677
3682,62383978.91588141
3683,108779979.22726592
3685,196946355.34781158
3686,117856328.46281892
3687,216144375.07436663
3697,32974899.75059905
3702,1695120.503401984
3708,167532155.57871038
3718,252028831.60476595
3727,15564551.92689847
3732,24776700.59727369
3733,24776700.59727369
3750,33463334.072537173
3769,235859797.2917279
3771,41235985.805303894
3777,245086489.27392736
3788,16497400.208596215
3794,628722716.5725133
3804,33396065.134712026
3805,320480281.9505001
3806,150576160.3434678
3824,119226691.39183672
3850,5925233.274647887
3893,427007524.3078949
3898,170646215.47897592
3904,573007515.0857661
3922,52007281.73999729
3924,481230905.1582554
3929,1695120.503401984
3941,1717923.3703189106
3945,95027937.58604786
3946,19488300.77598684
3953,34987286.82617992
3954,31261997.230902318
3955,47144901.168260016
3956,950153.2333333332
3958,46147846.9351097
3959,108991914.35054536
3960,109541877.05712046
3961,17781398.33442838
3962,198638203.8779279
3964,157015007.15941498
3965,79735642.75164734
3973,217713242.21433723
3974,13715418.83784722
3976,392950374.260191
3983,46461014.336137064
3984,172790871.31546307
3985,432511960.1009557
3986,309071275.05698776
3987,125096601.74617787
3988,234453644.02856803
3989,251918924.83214036
3991,278069822.1335294
3995,346330413.0643009
3996,225575317.5441378
4008,59065261.44968944
4009,101368573.2205292
4014,239125582.36589292
4016,254947881.1577115
4017,240747488.22808024
4018,18497378.298912514
4022,167532155.57871038
4023,102657825.17907922
4027,101639692.82492796
4028,55966751.75570176
4034,839106589.5367155
4037,55248405.50097412
4050,12505916.17345065
4052,125888652.91631444
4053,112395981.55447057
4054,191712632.63216543
4055,125888652.91631444
4056,125888652.91631444
4057,184028130.80103484
4058,53829891.93497799
4059,101138372.70003678
4060,125888652.91631444
4061,195777595.90749696
4062,125888652.91631444
4063,125888652.91631444
4064,215145750.0465902
4065,256073124.99999997
4066,283005374.30025744
4081,409889059.55064327
4082,157711316.36854097
4085,236626254.64684013
4102,39151170.568561874
4103,13907486.457899762
4104,142373760.70090955
4106,48495701.858108096
4107,43823436.213334985
4108,26794192.643699825
4109,122725708.02676874
4123,117952494.39245035
4125,187846805.98159507
4126,187846805.98159507
4127,187846805.98159507
4128,88954551.99386503
4129,187846805.98159507
4130,120074130.89536184
4131,187846805.98159507
4132,187846805.98159507
4135,124030864.7329318
4138,322134711.3082352
4140,67731462.51281905
4141,60612721.25923346
4142,357674788.04740506
4146,112733353.49085139
4147,322134711.3082352
4148,272507117.15069014
4150,335536252.32984656
4152,83011402.68824823
4163,6527620.817843866
4164,6527620.817843866
4165,78107246.62162162
4180,123339433.97490616
4181,71084799.04134087
4184,149370426.3890589
4185,182638177.61197725
4186,183083451.8695277
4187,211015369.01087278
4188,46462437.30121244
4189,80857652.60328493
4190,60454693.1808381
4197,203925756.23325855
4203,122365359.15937275
4219,101616319.44444443
4222,67697397.25861503
4223,5263402.609606523
4232,50642675.22532755
4248,430472010.4302457
4249,10283708.440040078
4275,23882237.76037732
4277,16572302.710169729
4280,22896952.890286744
4296,58329862.54295532
4297,58329862.54295532
4298,58329862.54295532
4308,151822719.64283848
4309,58329862.54295532
4311,58329862.54295532
4312,46571920.1190613
4313,153766843.6007637
4315,55315659.176041976
4327,32412019.404093374
4341,30381842.497403923
4350,177419636.87252828
4352,61570659.32101034
4360,59156532.30430825
4376,66555657.27936927
4387,15141781.61071282
4400,2923819.6716377605
4401,24199930.724079296
4402,24199930.724079296
4403,43721969.511482194
4404,2019693.2071364122
4406,811892.0189199551
4415,159485013.62397817
4429,68544058.20867895
4430,950153.2333333332
4434,26858982.143020313
4436,68544058.20867895
4437,217769845.30852935
4438,52932150.87561388
4446,39892380.37750025
4447,23417796.818934493
4448,68544058.20867895
4449,68544058.20867895
4450,68544058.20867895
4453,37326242.0794078
4475,136045085.26957026
4477,12768216.154472675
4485,234331774.60503823
4486,345032840.0736359
4489,270795794.7208057
4491,333477.22996089404
4495,238786223.09810826
4499,129915913.70670705
4500,185902067.27258667
4501,246964033.09419534
4502,101029129.57456565
4504,187888024.96359706
4505,274392958.54491276
4506,29016842.990958188
4507,153301398.9479691
4508,187846805.98159507
4528,237852150.24459946
4578,534781.9780716413
4581,12311366.475358112
4584,51879065.14468951
4585,12311366.475358112
4586,295390093.45794386
4588,146733292.85828888
4600,174938642.49155703
4608,126061826.51146309
4610,25228268.616687115
4611,164081327.8154014
4612,132510184.29059415
4613,9688298.009002535
4614,8532370.771261385
4615,25228268.616687115
4647,1695120.503401984
4655,156055.56898148148
4657,225203309.3761956
4658,29662306.041039728
4659,251395666.6182797
4667,253055557.89473683
4668,2291418.933350979
4670,156055.56898148148
4671,42808540.71661932
4673,121079816.47208226
4681,30379411.76470588
4697,238013962.68668658
4698,221021766.36096573
4699,278347854.6714404
4700,108992065.69474873
4701,381283427.61570203
4702,168487278.49323025
4710,162173396.12966096
4712,119430960.35004506
4713,82525709.35271446
4714,322134711.3082352
4715,387036150.0999749
4716,252964082.37275258
4719,31442080.767627228
4720,31442080.767627228
4722,100212227.01304056
4723,105285571.91979127
4727,198108203.2369687
4745,249427979.69076085
4746,137046432.61598706
4755,87038984.04645953
4762,31837254.58290639
4764,600650428.9323545
4767,87066118.41970052
4768,100064593.46461332
4769,175360675.67434567
4770,31837254.582906388
4772,21630727.65367731
4782,1339625184.2234876
4786,245086489.27392736
4805,3505674.0599710788
4818,418286959.5015576
4843,2326703.718679763
4844,160571141.69503543
4849,518123849.8326087
4853,4042819.7857142854
4854,183132708.8737084
4855,8363174.01275601
4856,181025253.95070314
4857,8363174.01275601
4865,15979091.604196377
4867,157781453.36081338
4868,87735911.45034201
4869,46211425.77715818
4875,4042819.7857142854
4896,104174377.21326086
4897,104174377.21326086
4906,60053436.45039363
4907,309485973.9961631
4909,73307299.92426717
4913,148893016.91064054
4937,149323228.3960888
4945,279937665.15765226
4948,169647413.8934092
4949,148192609.68312338
4950,140475066.14959663
4951,180432252.39793655
4952,222018426.50484625
4953,294803787.11087245
4955,2291418.933350979
4956,183183610.06818706
4964,5109389.121328996
4967,262716054.04077327
4981,80079554.86820965
4982,17609882.34567901
5011,460180872.4629228
5013,284734708.74693877
5014,284734708.74693877
5015,281402265.44023407
5016,284734708.74693877
5017,284734708.74693877
5018,284734708.74693877
5019,284734708.74693877
5020,284734708.74693877
5021,149867706.74105668
5022,194100527.45159438
5026,22315758.878691934
5030,58756119.230769224
5045,292911083.1333688
5046,350926563.7368562
5053,256922525.22731113
5056,290674410.7235758
