imdb_id,runtime,budget,popularity,revenue,award_winning_actor,week_number,year,cpi,genre_18,genre_35,genre_53,genre_28,genre_10749,genre_80,genre_12,genre_27,genre_878,genre_14,genre_10751,genre_9648,genre_36,genre_16,genre_10752,genre_10402,genre_99,genre_37
tt0095169,98,11000000.0,11.064,17514553,1.0,2,1988,118.3,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt3231054,107,20000000.0,22.726,46069568,2.0,7,2016,240.007,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
tt0108186,95,19500000.0,19.112,36448200,3.0,26,1993,144.5,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1082009,97,17250000.0,3.901,1056938,2.0,32,2009,214.537,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0118688,125,125000000.0,38.918,238207122,9.0,25,1997,160.5,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
tt0476991,97,20000000.0,7.74,119563,0.0,26,2008,215.303,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
tt0278295,95,14000000.0,12.476,25482931,5.0,10,2002,179.9,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0381061,144,150000000.0,56.67,599045960,8.0,46,2006,201.6,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0049875,105,4000000.0,12.715,14400000,2.0,22,1956,27.2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0119099,124,46000000.0,23.712,25232289,5.0,3,1998,163.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0097388,100,5000000.0,28.376,14000000,0.0,30,1989,124.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt1821549,115,12000000.0,14.968,27700000,4.0,38,2013,232.957,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0092675,92,1500000.0,32.948,65000000,4.0,8,1988,118.3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1220888,108,12000000.0,15.544,204940,7.0,2,2010,218.056,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt2852400,131,4000000.0,12.107,154120,0.0,40,2013,232.957,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0056592,129,2000000.0,25.968,13129846,2.0,51,1962,30.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0463985,104,85000000.0,16.374,158964610,5.0,22,2006,201.6,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0366627,103,29000000.0,21.946,21733230,5.0,9,2005,195.3,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
tt0318462,126,20000000.0,18.346,57663224,1.0,6,2004,188.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0099329,85,11000000.0,21.109,8266343,3.0,14,1990,130.7,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0402906,90,20000000.0,3.963,17393,0.0,14,2004,188.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
tt0074706,84,445000.0,5.143,2300000,1.0,14,1976,56.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt1438176,106,30000000.0,20.935,41002607,6.0,33,2011,224.939,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0242572,157,500000.0,8.132,500000,0.0,18,2000,172.2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0080487,98,6000000.0,23.239,39846344,4.0,30,1980,82.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0083064,122,17500000.0,10.542,35610100,1.0,51,1981,90.9,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt3835080,102,1500000.0,12.971,850419,2.0,37,2016,240.007,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0279331,118,15000000.0,11.717,12150301,6.0,50,2002,179.9,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0338427,104,10284523.0,9.713,11588205,6.0,42,2005,195.3,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0397101,104,43000000.0,15.96,93983911,2.0,30,2005,195.3,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
tt0086837,116,28000000.0,18.426,40400657,2.0,49,1984,103.9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt1767382,85,2000000.0,15.497,13101672,1.0,3,2011,224.939,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
tt0112715,109,50000000.0,26.203,152022101,6.0,23,1995,152.4,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
tt0079417,105,8000000.0,20.974,106260000,2.0,49,1979,72.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0113326,104,7500000.0,30.163,32392047,1.0,3,1995,152.4,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt1730768,126,20000000.0,20.886,26152835,2.0,12,2017,245.12,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
tt0108185,109,30000000.0,20.541,140081992,5.0,5,1993,144.5,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
tt0266697,111,30000000.0,50.68,180906076,5.0,41,2003,184.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0274497,106,30000000.0,9.2,215339,0.0,11,2001,177.1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0113362,135,35000000.0,11.567,15000000,1.0,38,1995,152.4,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
tt0986233,96,20000000.0,15.883,2724474,2.0,20,2008,215.303,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0166924,147,15000000.0,35.563,20271129,5.0,23,2001,177.1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
tt2569398,72,17000000.0,1.317,14353,0.0,49,2012,229.594,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1772980,161,20000000.0,3.942,73000,0.0,25,2011,224.939,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt1764625,90,10500000.0,22.296,23000000,0.0,32,2012,229.594,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
tt0094894,120,6000000.0,18.755,46616067,3.0,15,1988,118.3,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0099817,91,7000000.0,23.512,9229401,1.0,4,1990,130.7,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
tt0268978,135,58000000.0,120.415,316800000,6.0,50,2001,177.1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1193460,102,16000000.0,8.271,14961069,0.0,33,2007,207.342,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt1870529,121,17000000.0,11.546,5310554,7.0,39,2012,229.594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt3477064,117,14000000.0,6.811,39477906,0.0,8,2014,236.736,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt2404181,105,10900000.0,15.263,16505460,6.0,18,2013,232.957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1244659,105,31000000.0,11.848,15134293,6.0,3,2010,218.056,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0112573,177,72000000.0,56.736,213216216,7.0,21,1995,152.4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
tt0122541,97,14000000.0,8.717,18535191,4.0,15,1999,166.6,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0060491,189,15000000.0,12.796,34562222,4.0,41,1966,32.4,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
tt0219965,123,75000000.0,29.815,67631903,4.0,41,2001,177.1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0361841,111,35000000.0,11.245,22035509,4.0,32,2004,188.9,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1390411,122,100000000.0,24.089,93900000,7.0,49,2015,237.017,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
tt0094746,106,20000000.0,13.605,51684798,2.0,12,1988,118.3,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
tt0120737,179,93000000.0,136.11,871368364,17.0,51,2001,177.1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
tt0279493,86,25000000.0,16.1,41604473,3.0,22,2002,179.9,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0486946,100,16000000.0,32.146,253625427,7.0,9,2007,207.342,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0106471,107,19500000.0,19.866,1796389,5.0,12,1993,144.5,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0117786,101,12716953.0,23.391,18814720,2.0,5,1997,160.5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0266915,90,90000000.0,49.602,347325802,7.0,31,2001,177.1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0120855,88,130000000.0,84.986,448200000,9.0,24,1999,166.6,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
tt0100053,94,1500000.0,10.456,5585154,5.0,6,1990,130.7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0165929,115,25000000.0,29.206,91036760,3.0,12,2000,172.2,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt1022603,95,7500000.0,33.891,60781545,3.0,29,2009,214.537,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0889588,125,40000000.0,11.707,7785317,3.0,14,2008,215.303,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
tt0077372,105,5000000.0,13.558,15500000,2.0,22,1978,65.2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0219699,112,10000000.0,27.423,12008642,8.0,11,2000,172.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
tt0432291,100,18000000.0,21.557,46201432,3.0,41,2005,195.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0116404,120,2400000.0,7.286,5731103,1.0,42,1996,156.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0469021,90,4000000.0,12.78,9800000,1.0,30,2013,232.957,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1582271,93,6000000.0,19.556,5206,10.0,16,2011,224.939,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
tt0264578,97,24000000.0,4.459,2452566,1.0,35,2000,172.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
tt1231583,95,65000000.0,25.119,211780824,9.0,44,2010,218.056,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0425413,100,10000000.0,11.922,33478921,3.0,36,2007,207.342,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0466399,90,2000000.0,4.794,300000,0.0,26,2006,201.6,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt1894561,92,17000000.0,10.186,120680,4.0,21,2012,229.594,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt0110759,81,9000000.0,11.107,4350774,3.0,17,1994,148.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1323045,93,17500000.0,21.638,3065860,2.0,5,2010,218.056,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0290334,133,110000000.0,2.048,407711549,12.0,17,2003,184.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
tt0063642,176,14320000.0,8.95,14000000,2.0,29,1968,34.8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt0335119,101,28000000.0,20.43,31466789,4.0,50,2003,184.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt3859304,108,3500000.0,10.391,615816,3.0,3,2016,240.007,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0865554,98,18000000.0,19.215,382174,8.0,45,2008,215.303,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0062467,108,4000000.0,19.22,11000000,2.0,43,1967,33.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1290138,88,15000000.0,11.874,9188,4.0,49,2016,240.007,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
tt0095882,90,11000000.0,20.7,19510371,0.0,11,1988,118.3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt1706620,127,39200000.0,41.786,86758912,5.0,31,2013,232.957,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt0103786,87,24000000.0,33.725,147214049,4.0,14,1992,140.3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt1507563,113,25000000.0,11.723,432274,1.0,13,2012,229.594,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt5278464,100,15000000.0,6.093,16905,0.0,4,2016,240.007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
tt0098061,92,11000000.0,11.215,241278,1.0,36,1988,118.3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
tt3181822,91,4000000.0,21.754,52425855,2.0,4,2015,237.017,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0084867,90,7750000.0,9.926,5091888,0.0,20,1982,96.5,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0280030,72,20000000.0,30.42,109862682,4.0,7,2002,179.9,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
tt0415678,126,3500000.0,4.309,8262833,0.0,9,2005,195.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0109098,94,18000000.0,6.589,447784,0.0,1,1994,148.2,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
tt0208988,102,63600000.0,18.992,19412993,9.0,40,2000,172.2,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0114214,107,35000000.0,27.067,47000000,9.0,6,1995,152.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
tt0380817,98,3500000.0,7.365,113783,4.0,6,2006,201.6,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0094846,88,11000000.0,9.468,12277096,0.0,16,1988,118.3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1742336,90,125000.0,9.043,3242802,1.0,36,2011,224.939,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0128445,93,9000000.0,20.449,17096053,7.0,50,1998,163.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0444682,99,40000000.0,22.441,62771059,3.0,14,2007,207.342,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0099656,90,15000000.0,6.753,25000,2.0,42,1989,124.0,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False
tt0404032,122,19000000.0,34.919,145166804,2.0,36,2005,195.3,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
tt0072081,113,5000000.0,19.539,41833347,0.0,21,1975,53.8,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
tt0082694,96,2000000.0,53.64,24600832,1.0,52,1981,90.9,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
tt0089822,87,7600000.0,32.4,55600000,1.0,13,1985,107.6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0093223,102,12000000.0,8.969,2585639,1.0,41,1987,113.6,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
tt0060490,121,3500000.0,12.483,12000000,2.0,8,1966,32.4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
tt0102782,98,11000000.0,34.937,2807854,2.0,31,1991,136.2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt1640711,97,12468389.0,10.851,29007412,2.0,41,2011,224.939,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0232500,106,38000000.0,7.354,207283925,6.0,25,2001,177.1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0134983,91,90000000.0,17.058,14828081,5.0,2,2000,172.2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
tt0118762,74,30000000.0,1.578,532654,2.0,10,1997,160.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0083944,93,15000000.0,63.532,125212904,4.0,42,1982,96.5,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
tt0097742,133,32000000.0,36.509,156167015,4.0,24,1989,124.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0482572,130,30000000.0,12.926,31200557,8.0,37,2008,215.303,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
tt0318411,119,25000000.0,14.759,20957001,0.0,35,2002,179.9,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0102598,104,13000000.0,8.916,25092802,5.0,21,1991,136.2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1436045,141,6000000.0,38.466,17555141,0.0,36,2010,218.056,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0389860,107,82500000.0,34.061,240685326,10.0,25,2006,201.6,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
tt0425601,95,5000000.0,8.736,3833507,1.0,40,2006,201.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0019563,70,259000.0,4.492,921000,1.0,47,1928,17.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
tt0910970,98,180000000.0,89.074,521311860,2.0,25,2008,215.303,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
tt2465140,111,8000000.0,9.948,16400000,3.0,11,2014,236.736,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0116514,86,4000000.0,18.738,16675000,1.0,10,1996,156.9,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
tt1586265,110,40000000.0,28.445,79700000,9.0,20,2012,229.594,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt2112096,91,15000000.0,14.369,37915971,4.0,26,2016,240.007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0086192,90,700000.0,11.841,13168027,0.0,36,1983,99.6,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0808526,97,4500000.0,9.539,744816,5.0,41,2009,214.537,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0997246,96,20000000.0,5.287,115605,0.0,40,2008,215.303,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0097008,87,7000000.0,5.553,136203,0.0,48,1988,118.3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0443632,108,60000000.0,21.59,78810595,6.0,16,2006,201.6,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
tt0217756,107,24000000.0,12.745,12372410,4.0,14,2000,172.2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
